player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
JB Nero,Batter,31,55.35714286,56,0,0,0,308,308,0,118,190,0,West Indies,
D Daesrath,Batter,31,52.54237288,59,0,0,0,36,36,0,9,27,0,Canada,
EC Rainsford,Batter,31,30.09708738,103,17,805,1070,261,261,0,62,199,0,Zimbabwe,1.823529412
T Putthawong,Batter,31,24.8,125,18,230,462,9,9,0,8,1,0,Thailand,1.722222222
PJC Hoffmann,Batter,30,130.4347826,23,1,177,196,78,78,0,43,35,0,Scotland,30
Mohammad Haris,Batter,30,83.33333333,36,0,0,0,317,317,0,160,157,0,Pakistan,
Saqlain Haider,Batter,30,75,40,0,0,0,90,90,0,31,59,0,United Arab Emirates,
RM Jariwala,Batter,30,56.60377358,53,0,0,0,64,64,0,30,34,0,United States of America,
AR Pitcher,Batter,30,54.54545455,55,0,0,0,8,8,0,2,6,0,Bermuda,
SM Warnapura,Batter,30,46.875,64,0,0,0,222,222,0,102,120,0,Sri Lanka,
B Leephatthana,Batter,30,45.45454545,66,0,0,0,9,9,0,8,1,0,Thailand,
M Mangru,Batter,30,42.85714286,70,0,9,18,392,392,0,152,240,0,West Indies,
MF Kendal,Batter,30,34.48275862,87,0,22,21,139,139,0,47,92,0,Ireland,
R Boyce,Batter,30,30,100,0,0,0,428,428,0,165,263,0,West Indies,
A Neill,Batter,29,67.44186047,43,15,345,448,95,95,0,51,44,1,Scotland,1.933333333
M van Jaarsveld,Batter,29,50.87719298,57,1,20,32,437,437,0,270,167,0,South Africa,29
DI Joyce,Batter,29,47.54098361,61,0,0,0,149,149,0,53,96,0,Ireland,
KED Carroll,Batter,28,66.66666667,42,0,8,6,152,152,0,53,99,0,Ireland,
SA Fritz,Batter,28,53.84615385,52,5,38,125,389,389,0,238,151,0,South Africa,5.6
SP de Alwis,Batter,28,52.83018868,53,1,93,110,340,340,0,160,180,0,Sri Lanka,28
Sadia Iqbal,Batter,28,50,56,31,671,1105,463,463,0,223,240,0,Pakistan,0.903225806
J Jarvis,Batter,28,47.45762712,59,7,192,202,63,63,0,35,28,0,Scotland,4
JJ Celestine,Batter,28,43.75,64,0,0,0,11,11,0,2,9,0,Bermuda,
Ehsanul Haque,Batter,28,36.84210526,76,2,37,61,108,108,0,35,73,0,Bangladesh,14
OL Pitcher,Batter,28,33.73493976,83,0,0,0,12,12,0,2,10,0,Bermuda,
PM Liyanagamage,Batter,28,33.33333333,84,5,271,229,380,380,0,180,200,0,Sri Lanka,5.6
GF Linde,Batter,27,87.09677419,31,3,73,91,238,238,0,146,92,0,South Africa,9
Ehsan Adil,Batter,27,62.79069767,43,4,229,229,460,460,0,222,238,0,Pakistan,6.75
CJ Smith,Batter,27,56.25,48,0,0,0,9,9,0,2,7,0,Bermuda,
AF Buurman,Batter,26,76.47058824,34,0,0,0,73,73,0,22,51,0,Netherlands,
B Fernando,Batter,26,70.27027027,37,2,140,159,335,335,0,160,175,0,Sri Lanka,13
Shahid Ahmadzai,Batter,26,66.66666667,39,1,94,169,33,33,0,9,24,0,Canada,26
NG Smith,Batter,26,65,40,6,230,208,401,401,0,208,193,0,New Zealand,4.333333333
S Thuraisingam,Batter,26,55.31914894,47,6,162,191,49,49,0,16,33,0,Canada,4.333333333
Khurram Nawaz,Batter,26,53.06122449,49,0,0,0,52,52,0,27,25,0,Oman,
M Faisal,Batter,26,49.05660377,53,0,0,0,65,65,0,36,29,0,Scotland,
Faisal Hossain,Batter,26,48.14814815,54,1,54,73,306,306,0,112,194,0,Bangladesh,26
Wasim Ali,Batter,26,45.61403509,57,1,31,29,37,37,0,21,16,0,Oman,26
SL Stewart,Batter,26,44.06779661,59,0,0,0,286,286,0,145,141,0,New Zealand,
MS Panesar,Batter,26,28.26086957,92,30,1000,1314,509,509,0,291,218,0,England,0.866666667
SW Tait,Batter,25,86.20689655,29,66,1533,1833,545,545,0,381,164,2,Australia,0.378787879
A Patel,Batter,25,83.33333333,30,3,73,66,40,40,0,10,30,0,Canada,8.333333333
S Naik,Batter,25,64.1025641,39,0,0,0,561,561,0,347,214,0,India,
HDRS Silva,Batter,25,54.34782609,46,2,83,80,468,468,0,217,251,0,Sri Lanka,12.5
Waqas Barkat,Batter,25,46.2962963,54,0,19,12,15,15,0,5,10,0,Hong Kong,
T Kamungozi,Batter,25,44.64285714,56,12,500,580,246,246,0,58,188,0,Zimbabwe,2.083333333
CH van Koolwijk,Batter,25,37.87878788,66,0,0,0,55,55,0,18,37,0,Netherlands,
LJ Poulton,Batter,25,36.23188406,69,0,18,13,495,495,0,346,149,0,Australia,
VR Iyer,Batter,24,58.53658537,41,0,28,30,102,102,0,54,48,0,India,
N Niranjana,Batter,24,40,60,15,340,476,561,561,0,347,214,0,India,1.6
RW Sims,Batter,24,37.5,64,0,21,18,67,67,0,18,49,0,Zimbabwe,
TS Sekhukhune,Batter,24,28.23529412,85,27,875,1150,464,464,0,285,179,0,South Africa,0.888888889
J Louw,Batter,23,328.5714286,7,0,50,44,459,459,0,283,176,0,South Africa,
LK Ebsary,Batter,23,95.83333333,24,0,0,0,416,416,0,296,120,0,Australia,
Avesh Khan,Batter,23,76.66666667,30,9,330,371,580,580,0,360,220,0,India,2.555555556
Y van der Westhuizen,Batter,23,58.97435897,39,0,0,0,322,322,0,192,130,0,South Africa,
J Blackwood,Batter,23,53.48837209,43,0,16,18,315,315,0,118,197,0,West Indies,
SJ Massiah,Batter,23,48.93617021,47,0,0,0,58,58,0,27,31,0,United States of America,
Nestor Dhamba,Batter,23,44.23076923,52,11,210,308,50,50,0,27,23,0,Oman,2.090909091
RD McCann,Batter,23,40.35087719,57,0,0,0,144,144,0,51,93,0,Ireland,
TJ Heggelman,Batter,23,32.3943662,71,2,34,42,69,69,0,22,47,0,Netherlands,11.5
RL Bhudia,Batter,22,146.6666667,15,1,23,48,32,32,0,11,21,0,Kenya,22
RM Patidar,Batter,22,122.2222222,18,0,0,0,30,30,0,21,9,0,India,
PKD Chase,Batter,22,66.66666667,33,19,776,668,159,159,0,56,103,0,Ireland,1.157894737
Shamim Hossain,Batter,22,57.89473684,38,0,8,6,292,292,0,106,186,0,Bangladesh,
Mohammad Salman,Batter,22,55,40,0,0,0,415,415,0,205,210,0,Pakistan,
S Bhari,Batter,22,42.30769231,52,15,246,402,65,65,0,33,32,0,Nepal,1.466666667
E Mbofana,Batter,22,39.28571429,56,5,250,269,270,270,0,65,205,0,Zimbabwe,4.4
JM Cox,Batter,22,38.59649123,57,0,0,0,495,495,0,284,211,0,England,
Mosharraf Hossain,Batter,22,34.375,64,1,124,153,247,247,0,88,159,0,Bangladesh,22
O Thomas,Batter,22,28.20512821,78,30,998,931,418,418,0,162,256,2,West Indies,0.733333333
BP Nash,Batter,21,100,21,0,33,30,244,244,0,90,154,0,West Indies,
BA Langston,Batter,21,95.45454545,22,2,70,138,489,489,0,282,207,0,England,10.5
JP Behrendorff,Batter,21,91.30434783,23,16,581,656,474,474,0,332,142,0,Australia,1.3125
AC Cummins,Batter,21,91.30434783,23,4,181,203,38,38,0,10,28,0,Canada,5.25
EC Perry,Batter,21,75,28,0,0,0,244,244,0,127,117,0,New Zealand,
AB Dinda,Batter,21,55.26315789,38,14,618,613,565,565,0,349,216,0,India,1.5
J Patraj,Batter,21,43.75,48,2,76,92,32,32,0,9,23,0,Canada,10.5
CJ Metcalfe,Batter,21,38.88888889,54,5,268,358,139,139,0,47,92,0,Ireland,4.2
E Otieno,Batter,21,36.84210526,57,15,479,463,29,29,0,10,19,1,Kenya,1.4
LR Naylor,Batter,20,95.23809524,21,0,0,0,24,24,0,15,9,0,Scotland,
S Nisansala,Batter,20,90.90909091,22,8,209,269,482,482,0,223,259,1,Sri Lanka,2.5
MR Johnson,Batter,20,86.95652174,23,0,0,0,58,58,0,27,31,0,United States of America,
HGV Vare,Batter,20,64.51612903,31,0,0,0,47,47,0,7,40,0,Papua New Guinea,
JA Simpson,Batter,20,62.5,32,0,0,0,233,233,0,139,94,0,England,
L Rajadurai,Batter,20,37.73584906,53,0,0,0,33,33,0,6,27,0,Papua New Guinea,
AF Sattaur,Batter,20,31.74603175,63,0,0,0,49,49,0,16,33,0,Canada,
C Viljoen,Batter,19,82.60869565,23,2,14,32,50,50,0,24,26,0,Namibia,9.5
AG Wharf,Batter,19,65.51724138,29,18,403,562,483,483,0,276,207,1,England,1.055555556
GP Tom,Batter,19,55.88235294,34,4,127,184,56,56,0,10,46,0,Papua New Guinea,4.75
S Jyoti,Batter,19,44.18604651,43,0,0,0,42,42,0,12,30,0,Canada,
LR Johnson,Batter,19,29.23076923,65,0,0,0,399,399,0,155,244,0,West Indies,
Tanvir Ahmed,Batter,18,150,12,1,45,37,411,411,0,203,208,0,Pakistan,18
SG Borthwick,Batter,18,112.5,16,1,72,54,292,292,0,173,119,0,England,18
TL Chivanga,Batter,18,85.71428571,21,4,187,189,273,273,0,66,207,0,Zimbabwe,4.5
S Khiaoto,Batter,18,75,24,0,0,0,3,3,0,3,0,0,Thailand,
SSB Magala,Batter,18,72,25,15,384,362,419,419,0,259,160,2,South Africa,1.2
CC Dalton,Batter,18,66.66666667,27,0,0,0,79,79,0,24,55,0,Ireland,
Jamaluddin Ahmed,Batter,18,58.06451613,31,0,28,24,33,33,0,11,22,0,Bangladesh,
I Wardlaw,Batter,18,54.54545455,33,18,596,622,100,100,0,53,47,0,Scotland,1
W Sutherland,Batter,18,54.54545455,33,2,35,53,488,488,0,340,148,0,Australia,9
TCB Fernando,Batter,18,46.15384615,39,1,182,220,509,509,0,236,273,0,Sri Lanka,18
K Whatham,Batter,18,41.86046512,43,0,0,0,5,5,0,1,4,0,Canada,
Sultan Ahmed,Batter,18,40.90909091,44,0,58,72,83,83,0,29,54,0,United Arab Emirates,
DI Allan,Batter,18,37.5,48,0,13,18,39,39,0,13,26,0,Kenya,
SI Kamea,Batter,18,32.72727273,55,28,797,950,63,63,0,12,51,0,Papua New Guinea,0.642857143
Skhawat Ali,Batter,18,30,60,0,71,49,11,11,0,3,8,0,Hong Kong,
R MacDonald-Gay,Batter,17,121.4285714,14,1,55,69,490,490,0,282,208,0,England,17
SDNS Karunaratne,Batter,17,121.4285714,14,0,0,0,372,372,0,175,197,0,Sri Lanka,
JA Clarkson,Batter,17,70.83333333,24,4,73,75,326,326,0,169,157,0,New Zealand,4.25
Waqar Younis,Batter,17,68,25,7,181,189,426,426,0,209,217,0,Pakistan,2.428571429
CP Jack,Batter,17,65.38461538,26,0,21,24,331,331,0,126,205,0,West Indies,
J Sharma,Batter,17,51.51515152,33,0,0,0,396,396,0,239,157,0,India,
Saqlain Mushtaq,Batter,17,43.58974359,39,4,132,166,426,426,0,209,217,0,Pakistan,4.25
OO Bascome,Batter,17,36.17021277,47,0,0,0,1,1,0,1,0,0,Bermuda,
B Shikongo,Batter,17,31.48148148,54,25,755,796,49,49,0,24,25,0,Namibia,0.68
SP Terry,Batter,16,88.88888889,18,0,0,0,124,124,0,40,84,0,Ireland,
Ankur Sharma,Batter,16,51.61290323,31,0,0,0,1,1,0,0,1,0,Hong Kong,
SJ Andrews,Batter,16,44.44444444,36,0,13,24,416,416,0,296,120,0,Australia,
JH Desai,Batter,16,42.10526316,38,0,0,0,46,46,0,23,23,0,United States of America,
Nuzhat Tasnia,Batter,16,37.20930233,43,0,0,0,141,141,0,48,93,0,Bangladesh,
N Ifill,Batter,16,36.36363636,44,0,90,79,40,40,0,10,30,0,Canada,
F Walters,Batter,16,33.33333333,48,0,0,0,247,247,0,91,156,0,West Indies,
SK Dolawatte,Batter,16,28.57142857,56,3,56,78,464,464,0,216,248,0,Sri Lanka,5.333333333
MM Iqbal,Batter,16,27.5862069,58,0,45,36,99,99,0,53,46,0,Scotland,
SE Aley,Batter,15,187.5,8,2,29,63,62,62,0,41,21,0,Australia,7.5
IECM Wong,Batter,15,166.6666667,9,4,122,118,428,428,0,246,182,0,England,3.75
Zafar Gohar,Batter,15,100,15,2,56,61,437,437,0,212,225,0,Pakistan,7.5
SA Millanta,Batter,15,78.94736842,19,3,164,153,495,495,0,346,149,0,Australia,5
F Tunnicliffe,Batter,15,71.42857143,21,0,0,0,214,214,0,133,81,0,South Africa,
RD Steede,Batter,15,68.18181818,22,1,54,84,2,2,0,1,1,0,Bermuda,15
HM Watson,Batter,15,57.69230769,26,0,25,43,329,329,0,170,159,0,New Zealand,
JB Reva,Batter,15,55.55555556,27,6,165,192,49,49,0,9,40,0,Papua New Guinea,2.5
EMDY Munaweera,Batter,15,51.72413793,29,0,0,0,459,459,0,215,244,0,Sri Lanka,
I Dulani,Batter,15,42.85714286,35,0,0,0,428,428,0,200,228,0,Sri Lanka,
RM van Oosterom,Batter,15,39.47368421,38,0,0,0,85,85,0,25,60,0,Netherlands,
AM McCarthy,Batter,15,36.58536585,41,0,10,12,79,79,0,28,51,0,West Indies,
J Post,Batter,15,28.84615385,52,0,0,0,85,85,0,25,60,0,Netherlands,
HD Rutherford,Batter,15,26.78571429,56,0,0,0,438,438,0,227,211,0,New Zealand,
ML Patel,Batter,15,24.59016393,61,0,0,0,34,34,0,11,23,0,Kenya,
G Chapple,Batter,14,200,7,0,14,24,474,474,0,272,202,0,England,
Muhammad Jawadullah,Batter,14,93.33333333,15,7,316,288,92,92,0,31,61,0,United Arab Emirates,2
A Valthapa,Batter,14,63.63636364,22,0,0,0,15,15,0,5,10,0,United Arab Emirates,
O Davidson,Batter,14,42.42424242,33,0,30,54,33,33,0,18,15,0,Scotland,
J Da Silva,Batter,14,40,35,0,0,0,79,79,0,28,51,0,West Indies,
MD du Preez,Batter,14,31.11111111,45,0,0,0,47,47,0,24,23,0,Namibia,
IPP Batuwitarachchi,Batter,14,27.45098039,51,0,0,0,76,76,0,27,49,0,United Arab Emirates,
FC Jonas,Batter,14,24.56140351,57,18,820,1077,428,428,0,222,206,0,New Zealand,0.777777778
L Cheatle,Batter,13,100,13,2,142,154,428,428,0,303,125,0,Australia,6.5
NK Crafton,Batter,13,76.47058824,17,0,0,0,135,135,0,53,82,0,West Indies,
HHC Gunaratne,Batter,13,65,20,8,169,205,372,372,0,175,197,1,Sri Lanka,1.625
GM Harris,Batter,13,59.09090909,22,8,144,249,450,450,0,315,135,0,Australia,1.625
OEG Baartman,Batter,13,54.16666667,24,6,103,154,424,424,0,262,162,0,South Africa,2.166666667
RD Chahar,Batter,13,50,26,3,58,62,75,75,0,41,34,0,India,4.333333333
Usman Salahuddin,Batter,13,46.42857143,28,0,0,0,415,415,0,205,210,0,Pakistan,
D Joseph,Batter,13,40.625,32,5,174,202,29,29,0,8,21,0,Canada,2.6
AA Shafique,Batter,13,39.39393939,33,0,0,0,43,43,0,24,19,0,Oman,
I van der Woning,Batter,13,37.14285714,35,2,140,142,85,85,0,25,60,0,Netherlands,6.5
MC Patel,Batter,13,37.14285714,35,0,54,82,68,68,0,38,30,0,India,
MMA Jonkman,Batter,13,34.21052632,38,1,21,26,11,11,0,4,7,0,Netherlands,13
FR Davies,Batter,13,30.95238095,42,11,316,439,476,476,0,273,203,0,England,1.181818182
HIS Mendis,Batter,13,26,50,0,0,0,347,347,0,161,186,0,Sri Lanka,
TW Hartley,Batter,12,133.3333333,9,0,48,60,283,283,0,168,115,0,England,
TS Nethula,Batter,12,109.0909091,11,5,250,268,359,359,0,185,174,0,New Zealand,2.4
GI Maiden,Batter,12,85.71428571,14,0,0,0,89,89,0,48,41,0,Scotland,
S Daniel,Batter,12,41.37931034,29,0,0,0,182,182,0,79,103,0,Sri Lanka,
HRA Rainey,Batter,12,34.28571429,35,9,145,172,97,97,0,52,45,0,Scotland,1.333333333
AH Maqsood,Batter,12,33.33333333,36,20,257,383,97,97,0,52,45,1,Scotland,0.6
S Dhamala,Batter,12,30,40,0,0,0,7,7,0,4,3,0,Nepal,
NS Poonia,Batter,12,28.57142857,42,0,0,0,88,88,0,47,41,0,Scotland,
MM Penfold,Batter,12,23.07692308,52,10,447,540,428,428,0,222,206,0,New Zealand,1.2
AJ Ireland,Batter,12,18.75,64,16,612,674,249,249,0,60,189,0,Zimbabwe,0.75
SC Kuggeleijn,Batter,11,183.3333333,6,5,62,87,415,415,0,218,197,0,New Zealand,2.2
SV Bahutule,Batter,11,84.61538462,13,0,24,19,534,534,0,330,204,0,India,
Javeria Rauf,Batter,11,68.75,16,1,47,40,456,456,0,221,235,0,Pakistan,11
S Siegers,Batter,11,57.89473684,19,9,243,283,85,85,0,25,60,0,Netherlands,1.222222222
Saad Ali,Batter,11,47.82608696,23,0,0,0,335,335,0,166,169,0,Pakistan,
MG Neser,Batter,11,37.93103448,29,3,239,224,512,512,0,356,156,0,Australia,3.666666667
L Wood,Batter,10,100,10,0,63,61,72,72,0,40,32,0,England,
A Ashok,Batter,10,83.33333333,12,1,65,61,245,245,0,127,118,0,New Zealand,10
GC Tonge,Batter,10,62.5,16,6,229,307,355,355,0,138,217,0,West Indies,1.666666667
Mukesh Kumar,Batter,10,58.82352941,17,5,221,249,580,580,0,360,220,0,India,2
RS Vandort,Batter,10,58.82352941,17,0,0,0,372,372,0,175,197,0,Sri Lanka,
JW Ogle-Thomas,Batter,10,58.82352941,17,0,0,0,308,308,0,118,190,0,West Indies,
Ansh Tandon,Batter,10,55.55555556,18,0,0,0,1,1,0,1,0,0,United Arab Emirates,
SW Currie,Batter,10,52.63157895,19,3,87,126,85,85,0,46,39,0,Scotland,3.333333333
RO Hussain,Batter,10,50,20,0,0,0,56,56,0,31,25,0,Scotland,
W Jaffer,Batter,10,43.47826087,23,0,0,0,539,539,0,331,208,0,India,
A Martin,Batter,10,34.48275862,29,13,300,447,422,422,0,163,259,1,West Indies,0.769230769
T Muzarabani,Batter,10,31.25,32,8,195,256,267,267,0,64,203,0,Zimbabwe,1.25
TR Ambrose,Batter,10,29.41176471,34,0,0,0,461,461,0,263,198,0,England,
MA Aponso,Batter,10,22.22222222,45,10,381,431,498,498,0,231,267,0,Sri Lanka,1
R Slater,Batter,9,90,10,1,35,51,15,15,0,11,4,0,Scotland,9
Zahid Mahmood,Batter,9,75,12,4,221,218,317,317,0,160,157,0,Pakistan,2.25
VB van Jaarsveld,Batter,9,56.25,16,0,0,0,399,399,0,247,152,0,South Africa,
HR Johnson,Batter,9,42.85714286,21,1,70,67,58,58,0,27,31,0,United States of America,9
Ethan D'Souza,Batter,9,42.85714286,21,0,0,0,22,22,0,6,16,0,United Arab Emirates,
BJ Currie,Batter,9,40.90909091,22,18,266,411,85,85,0,46,39,1,Scotland,0.5
F Kasteni,Batter,9,37.5,24,0,0,0,230,230,0,56,174,0,Zimbabwe,
H Shah,Batter,9,36,25,0,55,60,34,34,0,16,18,0,Nepal,
Lovepreet Singh,Batter,9,34.61538462,26,0,0,0,22,22,0,6,16,0,United Arab Emirates,
D Murphy,Batter,9,32.14285714,28,0,0,0,100,100,0,53,47,0,Scotland,
KE Broadmore,Batter,9,26.47058824,34,1,61,74,149,149,0,79,70,0,New Zealand,9
Faisal Athar,Batter,9,23.07692308,39,0,0,0,327,327,0,164,163,0,Pakistan,
C Abel,Batter,9,19.14893617,47,5,96,156,79,79,0,43,36,0,Scotland,1.8
Rashid Zia,Batter,9,15.51724138,58,0,75,59,58,58,0,27,31,0,United States of America,
Mrittunjoy Chowdhury,Batter,8,72.72727273,11,0,68,51,145,145,0,51,94,0,Bangladesh,
ADJ Pitcher,Batter,8,66.66666667,12,0,38,38,6,6,0,2,4,0,Bermuda,
BP Kruger,Batter,8,66.66666667,12,0,23,21,21,21,0,7,14,0,Netherlands,
JI de Villiers,Batter,8,50,16,3,140,126,49,49,0,24,25,0,Namibia,2.666666667
SJ Elliott,Batter,8,50,16,0,0,0,409,409,0,291,118,0,Australia,
KK Ahmed,Batter,8,47.05882353,17,14,423,435,560,560,0,347,213,0,India,0.571428571
CA Reid,Batter,8,44.44444444,18,1,64,81,58,58,0,27,31,0,United States of America,8
RO Hinds,Batter,8,42.10526316,19,0,37,68,318,318,0,120,198,0,West Indies,
SB Bangar,Batter,8,42.10526316,19,0,60,68,104,104,0,55,49,0,India,
Dilara Akter,Batter,8,42.10526316,19,0,0,0,60,60,0,18,42,0,Bangladesh,
NJ Coffey,Batter,8,40,20,0,0,0,61,61,0,20,41,0,Ireland,
H Davids,Batter,8,32,25,0,0,0,343,343,0,205,138,0,South Africa,
PY Lavine,Batter,8,30.76923077,26,0,14,12,331,331,0,126,205,0,West Indies,
KH Butt,Batter,8,27.5862069,29,0,0,0,11,11,0,3,8,0,Hong Kong,
R Ntozakhe,Batter,8,26.66666667,30,21,582,912,464,464,0,285,179,0,South Africa,0.380952381
RH Scholte,Batter,8,25.80645161,31,0,0,0,51,51,0,16,35,0,Netherlands,
SKW Kelly,Batter,7,140,5,2,74,84,5,5,0,2,3,0,Bermuda,3.5
DSK Madushanka,Batter,7,116.6666667,6,3,26,39,294,294,0,137,157,0,Sri Lanka,2.333333333
GA Manou,Batter,7,116.6666667,6,0,0,0,135,135,0,98,37,0,Australia,
DG Blampied,Batter,7,53.84615385,13,0,78,79,4,4,0,1,3,0,Jersey,
N Rana,Batter,7,50,14,0,10,18,75,75,0,41,34,0,India,
Shawaal Zulfiqar,Batter,7,46.66666667,15,0,0,0,192,192,0,96,96,0,Pakistan,
J Glasgow,Batter,7,41.17647059,17,0,9,12,392,392,0,152,240,0,West Indies,
Naved Latif,Batter,7,41.17647059,17,0,0,0,403,403,0,199,204,0,Pakistan,
V Shetty,Batter,7,41.17647059,17,0,0,0,76,76,0,27,49,0,United Arab Emirates,
Zeeshan Siddiqi,Batter,7,33.33333333,21,0,0,0,23,23,0,6,17,0,Canada,
Hasibul Hossain,Batter,7,30.43478261,23,1,121,107,239,239,0,85,154,0,Bangladesh,7
NA Rock,Batter,7,28,25,0,0,0,115,115,0,38,77,0,Ireland,
ADR Campbell,Batter,7,28,25,0,0,0,112,112,0,28,84,0,Zimbabwe,
D Prins,Batter,7,17.5,40,0,0,0,65,65,0,21,44,0,Netherlands,
S Dhakal,Batter,7,15.90909091,44,4,149,229,43,43,0,19,24,0,Nepal,1.75
NA Statham,Batter,7,15.55555556,45,0,0,0,75,75,0,22,53,0,Netherlands,
CR Foggo,Batter,6,120,5,0,0,0,1,1,0,1,0,0,Bermuda,
SO Dowrich,Batter,6,75,8,0,0,0,71,71,0,27,44,0,West Indies,
MJ Humphreys,Batter,6,66.66666667,9,1,113,109,143,143,0,50,93,0,Ireland,6
MT Chinouya,Batter,6,66.66666667,9,1,50,68,234,234,0,57,177,0,Zimbabwe,6
M Commins,Batter,6,46.15384615,13,0,0,0,94,94,0,30,64,0,Ireland,
SR Thadani,Batter,6,46.15384615,13,0,21,19,30,30,0,14,16,0,United States of America,
TJG Pringle,Batter,6,42.85714286,14,2,222,200,41,41,0,14,27,0,Netherlands,3
J Logtenberg,Batter,6,40,15,3,18,36,384,384,0,234,150,0,South Africa,2
JE Dunford,Batter,6,35.29411765,17,0,0,0,4,4,0,1,3,0,Jersey,
MJ North,Batter,6,31.57894737,19,0,16,18,392,392,0,280,112,0,Australia,
MQ Sheikh,Batter,6,28.57142857,21,0,0,0,25,25,0,16,9,0,Scotland,
AK Peters,Batter,6,20.68965517,29,1,72,88,390,390,0,152,238,0,West Indies,6
Joginder Sharma,Batter,5,250,2,1,50,68,304,304,0,174,130,0,India,5
RT Lyons,Batter,5,166.6666667,3,1,41,62,27,27,0,17,10,0,Scotland,5
Naumanullah,Batter,5,125,4,0,0,0,306,306,0,154,152,0,Pakistan,
MKDI Amerasinghe,Batter,5,71.42857143,7,10,339,391,427,427,0,200,227,0,Sri Lanka,0.5
RT Crandon,Batter,5,55.55555556,9,0,0,0,355,355,0,138,217,0,West Indies,
Jubair Hossain,Batter,5,50,10,4,115,115,281,281,0,101,180,0,Bangladesh,1.25
NA Moodley,Batter,5,50,10,0,0,0,103,103,0,67,36,0,South Africa,
Aijaz Ali,Batter,5,45.45454545,11,0,0,0,58,58,0,27,31,0,United States of America,
RK Whelan,Batter,5,41.66666667,12,2,105,95,128,128,0,43,85,0,Ireland,2.5
MJ Fourie,Batter,5,38.46153846,13,0,52,81,128,128,0,43,85,0,Ireland,
N Fernandes,Batter,5,38.46153846,13,0,0,0,74,74,0,26,48,0,United Arab Emirates,
SG Whittingham,Batter,5,33.33333333,15,6,192,226,96,96,0,51,45,0,Scotland,0.833333333
W O'Rourke,Batter,5,33.33333333,15,8,258,287,401,401,0,208,193,0,New Zealand,0.625
JN Hamilton,Batter,5,31.25,16,0,0,0,218,218,0,79,139,0,West Indies,
Tanbir Hayder,Batter,5,29.41176471,17,0,67,60,207,207,0,76,131,0,Bangladesh,
N Kruger,Batter,5,25,20,0,0,0,69,69,0,22,47,0,Netherlands,
K Sonavale,Batter,5,17.24137931,29,2,4,15,29,29,0,15,14,0,Oman,2.5
P Roy,Batter,5,14.70588235,34,1,28,34,231,231,0,133,98,0,India,5
CK Hooper,Batter,4,133.3333333,3,1,89,72,46,46,0,15,31,0,Canada,4
A van der Merwe,Batter,4,100,4,2,79,126,140,140,0,47,93,0,Ireland,2
H Graham,Batter,4,80,5,1,30,48,491,491,0,343,148,0,Australia,4
Nahid Rana,Batter,4,80,5,2,86,104,167,167,0,60,107,0,Bangladesh,2
Kaynat Hafeez,Batter,4,66.66666667,6,0,0,0,5,5,0,4,1,0,Pakistan,
T Gwandu,Batter,4,50,8,0,38,24,242,242,0,58,184,0,Zimbabwe,
Talha Jubair,Batter,4,50,8,0,73,77,95,95,0,32,63,0,Bangladesh,
S Immadi,Batter,4,44.44444444,9,4,156,272,57,57,0,27,30,0,United States of America,1
HAPW Jayawardene,Batter,4,40,10,0,0,0,267,267,0,125,142,0,Sri Lanka,
SD Heazlett,Batter,4,36.36363636,11,0,0,0,260,260,0,191,69,0,Australia,
Sania Khan,Batter,4,33.33333333,12,2,76,111,416,416,0,205,211,0,Pakistan,2
RW Staple,Batter,4,30.76923077,13,2,78,61,58,58,0,27,31,0,United States of America,2
A Munisar,Batter,4,30.76923077,13,0,9,7,282,282,0,108,174,0,West Indies,
BB Seebaran,Batter,4,28.57142857,14,1,132,108,40,40,0,10,30,0,Canada,4
H Durham,Batter,4,28.57142857,14,2,48,62,5,5,0,2,3,0,Bermuda,2
Rony Talukdar,Batter,4,26.66666667,15,0,0,0,145,145,0,51,94,0,Bangladesh,
Sufyan Mehmood,Batter,4,25,16,0,10,9,46,46,0,25,21,0,Oman,
MWA van Nierop,Batter,4,25,16,0,0,0,50,50,0,16,34,0,Netherlands,
Muhammad Farooq,Batter,4,25,16,0,68,81,55,55,0,22,33,0,United Arab Emirates,
Z Groenewald,Batter,4,21.05263158,19,6,110,151,52,52,0,25,27,0,Namibia,0.666666667
VAB Tewarie,Batter,4,18.18181818,22,0,0,0,69,69,0,22,47,0,Netherlands,
PLS Gamage,Batter,4,14.81481481,27,10,397,418,454,454,0,212,242,0,Sri Lanka,0.4
HL Baker,Batter,3,100,3,1,78,82,490,490,0,282,208,0,England,3
Pankaj Singh,Batter,3,100,3,0,45,44,67,67,0,38,29,0,India,
S Sriram,Batter,3,60,5,3,43,56,304,304,0,174,130,0,India,1
A le Breton,Batter,3,50,6,0,0,0,207,207,0,128,79,0,South Africa,
DOD Rikhi,Batter,3,50,6,0,0,0,9,9,0,4,5,0,United States of America,
J Yadav,Batter,3,42.85714286,7,1,61,86,343,343,0,202,141,0,India,3
PT Collins,Batter,3,30,10,12,354,442,424,424,0,164,260,0,West Indies,0.25
D Soraine,Batter,3,30,10,1,38,55,32,32,0,9,23,0,Canada,3
B Siddharth,Batter,3,30,10,2,26,57,29,29,0,15,14,0,Oman,1.5
