player_name,Total_Balls_Faced,Total_Runs,Runs_Per_Ball
S Dhaniram,316,281,0.8892405063291139
V Sukumaran,314,194,0.6178343949044586
DT Christian,313,273,0.8722044728434505
Marina Iqbal,312,137,0.4391025641025641
JH Davey,312,193,0.6185897435897436
DE Budge,311,237,0.7620578778135049
AM Tribe,310,233,0.7516129032258064
TA Blundell,309,266,0.86084142394822
Saleem Elahi,307,199,0.6482084690553745
NR Kumar,306,177,0.5784313725490197
NRJ Croes,305,207,0.6786885245901639
GM Hamilton,305,173,0.5672131147540984
GB Brent,305,192,0.6295081967213115
RP Singh,304,135,0.4440789473684211
D Devnarain,302,145,0.48013245033112584
D Ganga,302,152,0.5033112582781457
Saad Bin Zafar,299,217,0.725752508361204
ZE Surkari,299,127,0.42474916387959866
NC Dodd,299,145,0.48494983277591974
A Kolan,297,155,0.5218855218855218
IC Gaze,295,176,0.5966101694915255
S Sriharsha,295,200,0.6779661016949152
SP Patil,295,153,0.5186440677966102
MJ Henry,294,268,0.9115646258503401
HN Ya France,293,237,0.8088737201365188
Shariz Ahmad,291,159,0.5463917525773195
AR Odedara,287,126,0.43902439024390244
F Mutizwa,282,183,0.648936170212766
DEM Carter,281,200,0.7117437722419929
BR McDermott,280,223,0.7964285714285714
P Molkenboer,279,135,0.4838709677419355
S Jafta,278,144,0.5179856115107914
CR Seneviratna,277,133,0.48014440433212996
LM Kasperek,276,148,0.5362318840579711
SA Wijeratne,275,191,0.6945454545454546
ST Doheny,275,165,0.6
DJM Short,274,211,0.7700729927007299
I Maraj,273,98,0.358974358974359
Najiha Alvi,271,170,0.6273062730627307
Nafees Iqbal,270,128,0.4740740740740741
AJ Redmond,266,152,0.5714285714285714
NW Bracken,265,174,0.6566037735849056
M Klaas,265,103,0.3886792452830189
D Bishoo,265,164,0.6188679245283019
T Kaitano,264,157,0.5946969696969697
Kainat Imtiaz,264,115,0.4356060606060606
ND McKenzie,260,182,0.7
DM Richards,260,179,0.6884615384615385
Faisal Iqbal,260,134,0.5153846153846153
Zahoor Khan,259,143,0.5521235521235521
Y Venugopal Rao,257,161,0.6264591439688716
SJ Bryce,257,171,0.6653696498054474
Abid Ali,257,234,0.9105058365758755
Q Joseph,255,179,0.7019607843137254
BJ Patel,253,118,0.466403162055336
BYA Mendis,252,147,0.5833333333333334
STR Binny,252,230,0.9126984126984127
PJ Ongondo,250,150,0.6
SV Carlisle,249,110,0.44176706827309237
J Kila,249,159,0.6385542168674698
M Levitt,247,196,0.7935222672064778
Nazimuddin,246,147,0.5975609756097561
JA McCollum,246,178,0.7235772357723578
Shorna Akter,245,147,0.6
P Mustard,244,219,0.8975409836065574
BMSM Kumari,243,99,0.4074074074074074
Shan Masood,242,163,0.6735537190082644
Z James,242,89,0.3677685950413223
JDF Vandersay,241,112,0.46473029045643155
DF Watts,240,130,0.5416666666666666
Mohammad Boota,240,173,0.7208333333333333
SF Daley,240,141,0.5875
JF Kloppenburg,240,149,0.6208333333333333
CJO Smith,240,157,0.6541666666666667
TK Musakanda,240,210,0.875
SL Kalis,240,106,0.44166666666666665
SM Kavanagh,239,126,0.5271966527196653
SM Davies,239,244,1.0209205020920502
PJ Ingram,239,193,0.8075313807531381
PA Chatterji,239,123,0.5146443514644351
BOP Fernando,238,148,0.6218487394957983
IA Karim,237,196,0.8270042194092827
I Udana,236,227,0.961864406779661
P Siaka,235,160,0.6808510638297872
K Zondo,235,146,0.6212765957446809
B Tau,235,123,0.5234042553191489
SRH Curtis,234,156,0.6666666666666666
SJ McGlashan,234,160,0.6837606837606838
SACA King,233,126,0.5407725321888412
Khalid Latif,233,147,0.630901287553648
Imran Tahir,233,157,0.6738197424892703
A Khaka,233,108,0.463519313304721
T Stubbs,232,218,0.9396551724137931
Akshay Homraj,230,159,0.691304347826087
EN Lynch,229,115,0.5021834061135371
VV Morea,228,142,0.6228070175438597
GJ Delany,228,217,0.9517543859649122
G Kirsten,228,186,0.8157894736842105
S Tippoch,226,89,0.3938053097345133
S Rana,226,184,0.8141592920353983
C de Lange,226,103,0.4557522123893805
Sanjida Islam,226,93,0.41150442477876104
T Maruma,225,122,0.5422222222222223
RD Jacobs,225,142,0.6311111111111111
D Bau,222,130,0.5855855855855856
Mohammad Nawaz (3),221,193,0.8733031674208145
CMW Read,221,156,0.7058823529411765
D Keulder,221,132,0.5972850678733032
HJW Gardiner,220,142,0.6454545454545455
FRJ Coleman,220,160,0.7272727272727273
JM Kerr,219,232,1.0593607305936072
KV Jain,219,104,0.4748858447488584
Mohammad Nawaz,219,173,0.7899543378995434
JD Campbell,218,248,1.1376146788990826
CJ Jordan,218,184,0.8440366972477065
J Edness,218,119,0.5458715596330275
KNA Bandara,217,141,0.6497695852534562
KS Lokuarachchi,217,164,0.7557603686635944
S Verma,217,135,0.6221198156682027
MB Kruger,217,154,0.7096774193548387
Raza-ur-Rehman,215,174,0.8093023255813954
JAD Lawrenson,215,177,0.8232558139534883
Khushdil Shah,214,200,0.9345794392523364
RD Rickelton,213,188,0.8826291079812206
ID Blackwell,213,146,0.6854460093896714
JG Bethell,212,167,0.7877358490566038
B Muzarabani,211,114,0.5402843601895735
AM Peterson,211,167,0.7914691943127962
CMG Atkins,211,117,0.5545023696682464
TBM de Leede,210,113,0.5380952380952381
Ayasha Rahman,209,122,0.583732057416268
T Mupariwa,208,87,0.4182692307692308
CE Coulter Reilly,208,126,0.6057692307692307
Z Crawley,208,199,0.9567307692307693
JV Harris,207,91,0.4396135265700483
Sohag Gazi,207,182,0.8792270531400966
MDK Perera,207,152,0.7342995169082126
MJ Lumb,206,165,0.8009708737864077
Dhiman Ghosh,205,124,0.6048780487804878
J Anderson,205,118,0.5756097560975609
T Bhatia,205,138,0.6731707317073171
AN Kervezee,204,110,0.5392156862745098
SL Quintyne,204,117,0.5735294117647058
TSS Mackintosh,203,169,0.8325123152709359
KA Hope,201,138,0.6865671641791045
K Fraser,199,152,0.7638190954773869
CMA Shillington,199,179,0.8994974874371859
M Bhanuka,199,140,0.7035175879396985
H Patel,198,176,0.8888888888888888
SR Thompson,198,178,0.898989898989899
D Gough,198,137,0.6919191919191919
S Jimmy,198,118,0.5959595959595959
N Hussain,198,127,0.6414141414141414
BA Parchment,198,107,0.5404040404040404
Sharmin Sultana,198,67,0.3383838383838384
MW Short,197,195,0.9898477157360406
AS van Beuge,196,68,0.3469387755102041
FL Mackay,196,125,0.6377551020408163
J Smits,195,72,0.36923076923076925
Mahedi Hasan,195,122,0.6256410256410256
RJ Trott,194,95,0.4896907216494845
D Myers,194,138,0.711340206185567
Usman Limbada,193,123,0.6373056994818653
D Ravu,193,128,0.6632124352331606
KD Shah,192,112,0.5833333333333334
MC Henriques,192,117,0.609375
MB Loye,190,142,0.7473684210526316
FL Reifer,190,86,0.45263157894736844
DP Hyatt,189,112,0.5925925925925926
JA Burns,189,146,0.7724867724867724
A Rawat,188,153,0.8138297872340425
RA Jones,187,96,0.5133689839572193
JP Maher,187,122,0.6524064171122995
R Malhotra,185,118,0.6378378378378379
GEF Barnett,185,95,0.5135135135135135
S Gajnabi,185,77,0.41621621621621624
TS Hasabnis,184,140,0.7608695652173914
SK Atai,184,90,0.4891304347826087
WB Rankin,183,78,0.4262295081967213
PA Browne,183,134,0.73224043715847
A Maregwede,182,108,0.5934065934065934
Mudassar Bukhari,182,126,0.6923076923076923
Nurul Hasan,181,165,0.9116022099447514
D Elgar,181,104,0.574585635359116
AM Bacher,181,102,0.56353591160221
MA Carberry,181,114,0.6298342541436464
RS Kaluwitharana,180,124,0.6888888888888889
R Murray,180,108,0.6
V Araa,179,71,0.39664804469273746
Nasum Ahmed,178,156,0.8764044943820225
ML Nkala,178,125,0.702247191011236
WK McCallan,176,101,0.5738636363636364
C Carter,176,111,0.6306818181818182
JW Jenner,176,119,0.6761363636363636
DA Minors,176,104,0.5909090909090909
PS Athavale,176,103,0.5852272727272727
HK Badani,175,135,0.7714285714285715
TJ Friend,175,132,0.7542857142857143
BN Cooper,175,148,0.8457142857142858
PP Shaw,174,189,1.0862068965517242
A Nehra,174,90,0.5172413793103449
S Badrinath,173,79,0.45664739884393063
CO Browne,171,144,0.8421052631578947
PA Jaques,170,123,0.7235294117647059
CR Pagydyala,170,136,0.8
TS Kamunhukamwe,169,131,0.7751479289940828
AL Hodgkinson,169,121,0.7159763313609467
Syed Rasel,168,76,0.4523809523809524
SP Khakurel,166,78,0.46987951807228917
P Mujaji,166,86,0.5180722891566265
GC Bhogle,166,82,0.4939759036144578
TMK Mawoyo,166,58,0.3493975903614458
AJ Turner,165,192,1.1636363636363636
G Sultana,165,61,0.3696969696969697
RS Gavaskar,164,93,0.5670731707317073
LP van Troost,164,112,0.6829268292682927
Azhar Mahmood,164,126,0.7682926829268293
G Voll,164,173,1.0548780487804879
TC Bastiampillai,163,89,0.5460122699386503
L Tshuma,163,63,0.38650306748466257
AA Mulla,160,150,0.9375
AM Hardie,159,134,0.8427672955974843
AL Kandappah,159,97,0.610062893081761
RD Gaikwad,159,115,0.7232704402515723
Khalid Kail,158,117,0.740506329113924
L Klusener,156,163,1.044871794871795
LN Rajbanshi,156,37,0.23717948717948717
TS Chisoro,155,109,0.7032258064516129
HDPK Dharmasena,155,129,0.832258064516129
AR Adams,154,165,1.0714285714285714
B Evans,154,121,0.7857142857142857
SC Joseph,153,77,0.5032679738562091
N Boochatham,153,64,0.41830065359477125
N Koncharoenkai,153,120,0.7843137254901961
P Marange,153,125,0.8169934640522876
JJ Atkinson,152,84,0.5526315789473685
CJ Nevin,151,83,0.5496688741721855
TN de Grooth,150,70,0.4666666666666667
H Carlyon,149,125,0.8389261744966443
CT Mutombodzi,149,122,0.8187919463087249
R Kanoh,149,100,0.6711409395973155
TK Patel,149,71,0.47651006711409394
GB Murgatroyd,148,90,0.6081081081081081
JL Smith,147,133,0.9047619047619048
SR Waters,147,67,0.4557823129251701
SD Outerbridge,147,72,0.4897959183673469
M Spoors,146,80,0.547945205479452
T Banton,145,134,0.9241379310344827
NJ Carey,145,136,0.9379310344827586
B Sai Sudharsan,144,127,0.8819444444444444
Hamza Tariq,144,99,0.6875
Tasqeen Qadeer,144,48,0.3333333333333333
KJJ van Noortwijk,143,141,0.986013986013986
SS McKechnie,142,73,0.5140845070422535
AGS Gous,142,157,1.1056338028169015
SE Findlay,140,88,0.6285714285714286
E Schiferli,140,79,0.5642857142857143
NE Bonner,140,85,0.6071428571428571
D Hazell,140,109,0.7785714285714286
K Weeraratne,139,120,0.8633093525179856
ARI Umeed,139,138,0.9928057553956835
Shahid Wasif,138,60,0.43478260869565216
M Kartik,137,102,0.7445255474452555
T Munyonga,137,92,0.6715328467153284
M Terblanche,137,80,0.583941605839416
JP Greaves,137,79,0.5766423357664233
C Zhuwao,137,154,1.1240875912408759
JL Ontong,136,97,0.7132352941176471
CA Pujara,136,51,0.375
Sana Javed,136,68,0.5
UT Yadav,136,79,0.5808823529411765
SSD Arachchige,134,89,0.664179104477612
CS Fraser,134,62,0.4626865671641791
AD Poynter,134,65,0.48507462686567165
C Sutthiruang,133,73,0.5488721804511278
GM Strydom,133,67,0.5037593984962406
Shakeel Ahmed,132,69,0.5227272727272727
L Balaji,132,104,0.7878787878787878
U Bhatti,131,120,0.916030534351145
Waheed Ahmed,131,73,0.5572519083969466
KH Pandya,131,130,0.9923664122137404
A Minny,130,106,0.8153846153846154
K Frank,130,70,0.5384615384615384
NA de Groot,130,44,0.3384615384615385
RK Kleinveldt,129,105,0.813953488372093
SM Benade,128,100,0.78125
RML Taylor,128,105,0.8203125
Rabiya Shah,127,80,0.6299212598425197
Tilak Varma,125,68,0.544
S Sreesanth,125,44,0.352
EL Watson,125,50,0.4
T Putthawong,125,31,0.248
RC Irani,125,67,0.536
MM English,124,107,0.8629032258064516
U Raymond-Hoey,124,74,0.5967741935483871
HDJ Siegers,124,105,0.8467741935483871
Sami Aslam,123,78,0.6341463414634146
DS Bajwa,123,74,0.6016260162601627
GR Codrington,123,80,0.6504065040650406
HJ Thomas,122,59,0.48360655737704916
N Dutta,122,70,0.5737704918032787
Tanzim Hasan Sakib,122,95,0.7786885245901639
CJ Bowes,121,99,0.8181818181818182
A Mazvishaya,121,54,0.4462809917355372
AR Caddick,118,64,0.5423728813559322
Shahzaib Hasan,118,100,0.847457627118644
M McColl,116,80,0.6896551724137931
GM Ewing,115,77,0.6695652173913044
DR Brown,115,72,0.6260869565217392
AR Berenger,115,53,0.4608695652173913
RN Bhatia,114,51,0.4473684210526316
TL Best,114,72,0.631578947368421
PP Ojha,114,46,0.40350877192982454
MM Patel,114,74,0.6491228070175439
LL Tsotsobe,113,58,0.5132743362831859
J Gray,113,62,0.5486725663716814
A Lister,112,80,0.7142857142857143
M van Schoor,111,58,0.5225225225225225
S Laomi,111,61,0.5495495495495496
S Meghana,111,114,1.027027027027027
AB Kaur,109,55,0.5045871559633027
L Jack,109,113,1.036697247706422
NB Mahwire,108,40,0.37037037037037035
N Gwanzura,108,74,0.6851851851851852
MNK Fernando,107,75,0.7009345794392523
Jaker Ali,107,113,1.0560747663551402
Ravinderpal Singh,107,77,0.719626168224299
Waqas Khan,106,52,0.49056603773584906
Shoriful Islam,106,91,0.8584905660377359
T Suri,106,78,0.7358490566037735
AI Chudasama,106,79,0.7452830188679245
Yasir Ali Chowdhury,106,101,0.9528301886792453
Natalia Pervaiz,106,70,0.660377358490566
B Ward,106,69,0.6509433962264151
Hammad Mirza,106,58,0.5471698113207547
P Maya,105,53,0.5047619047619047
Batool Fatima,105,64,0.6095238095238096
RWT Key,105,36,0.34285714285714286
N Davin,105,88,0.8380952380952381
EC Rainsford,103,31,0.30097087378640774
E Claridge,103,79,0.7669902912621359
Yasir Arafat,103,64,0.6213592233009708
SZ Thakor,102,46,0.45098039215686275
SW Poynter,102,74,0.7254901960784313
Al Sahariar,102,44,0.43137254901960786
Akram Khan,102,57,0.5588235294117647
CD Cumming,101,42,0.4158415841584158
C Hemraj,101,82,0.8118811881188119
SR Hain,100,106,1.06
R Boyce,100,30,0.3
I Toua,100,41,0.41
KNM Fernando,99,107,1.0808080808080809
Mohammad Naim,99,58,0.5858585858585859
SP Krishnamurthi,99,77,0.7777777777777778
SJ Swanepoel,99,43,0.43434343434343436
SI Mahmood,99,84,0.8484848484848485
Fayyaz Ahmed,98,41,0.41836734693877553
Qaiser Ali,98,38,0.3877551020408163
Shaila Sharmin,98,59,0.6020408163265306
N Shangase,98,38,0.3877551020408163
OV Anderson,97,46,0.4742268041237113
Kaleem Sana,97,73,0.7525773195876289
Tabarak Dar,95,45,0.47368421052631576
HJ Armitage,95,78,0.8210526315789474
KE Ebrahim,95,52,0.5473684210526316
CD de Lange,94,65,0.6914893617021277
KO Meth,93,49,0.5268817204301075
Haris Rauf,93,70,0.7526881720430108
KDK Vithanage,92,75,0.8152173913043478
MS Panesar,92,26,0.2826086956521739
Adnan Akmal,92,62,0.6739130434782609
CA Lynn,92,75,0.8152173913043478
IM Vaghela,91,45,0.4945054945054945
JR Philippe,91,65,0.7142857142857143
KK Nair,89,46,0.5168539325842697
GT Main,89,82,0.9213483146067416
D Parashar,89,58,0.651685393258427
K Klein,88,61,0.6931818181818182
CAK Walton,88,53,0.6022727272727273
DR Mousley,88,69,0.7840909090909091
Shuvagata Hom,88,70,0.7954545454545454
Mohammad Wasim,87,80,0.9195402298850575
PBB Rajapaksa,87,89,1.0229885057471264
MF Kendal,87,30,0.3448275862068966
Abdul Jabbar,86,59,0.686046511627907
AA Paradkar,85,51,0.6
AA Jangoo,85,104,1.223529411764706
TS Sekhukhune,85,24,0.2823529411764706
J van Vliet,84,35,0.4166666666666667
PM Liyanagamage,84,28,0.3333333333333333
JAH Marshall,84,33,0.39285714285714285
S Nitschke,84,81,0.9642857142857143
D Langford-Smith,84,79,0.9404761904761905
OL Pitcher,83,28,0.3373493975903614
M Shumba,83,40,0.4819277108433735
AK Perera,83,52,0.6265060240963856
Zubayr Hamza,82,56,0.6829268292682927
Mohammad Aadil Alam,82,70,0.8536585365853658
MJ Cosgrove,81,78,0.9629629629629629
Steven Ryan Taylor,81,46,0.5679012345679012
R Klein,81,38,0.4691358024691358
RP Alexander,81,34,0.41975308641975306
JL Pattinson,80,41,0.5125
A Codrington,79,33,0.4177215189873418
TMM Newton,79,38,0.4810126582278481
O Thomas,78,22,0.28205128205128205
BT Foakes,78,61,0.782051282051282
MR Swart,78,59,0.7564102564102564
JO Troughton,77,36,0.4675324675324675
O Bell,77,32,0.4155844155844156
Hasan Mahmud,77,37,0.4805194805194805
Bilawal Bhatti,77,89,1.155844155844156
S Molineux,77,64,0.8311688311688312
LDVV Silva,76,34,0.4473684210526316
KY Ottley,76,41,0.5394736842105263
G Kodali,76,46,0.6052631578947368
Ehsanul Haque,76,28,0.3684210526315789
J Figy John,75,55,0.7333333333333333
BJ Bennett,75,71,0.9466666666666667
Utkarsh Srivastava,75,75,1.0
J Sumerauer,74,84,1.135135135135135
C McAuslan,74,35,0.47297297297297297
M De Ridder,74,45,0.6081081081081081
Irfan Khan,74,48,0.6486486486486487
MJ Bulow,74,50,0.6756756756756757
CKB Kulasekara,73,38,0.5205479452054794
SC Taylor,73,77,1.0547945205479452
Wasim Akram,72,71,0.9861111111111112
MJ Hay,72,59,0.8194444444444444
JNT Vare,71,35,0.49295774647887325
TV Mufambisi,71,45,0.6338028169014085
TJ Heggelman,71,23,0.323943661971831
A Nao,71,54,0.7605633802816901
M Mangru,70,30,0.42857142857142855
Mehran Khan,70,66,0.9428571428571428
SJ Tsukigawa,70,39,0.5571428571428572
KW Richardson,70,75,1.0714285714285714
Zulqarnain Haider,70,48,0.6857142857142857
AA Deshpande,69,32,0.463768115942029
LJ Poulton,69,25,0.36231884057971014
L Sreekumar,69,57,0.8260869565217391
NA Greenwood,69,35,0.5072463768115942
K Thomson,69,52,0.7536231884057971
N Mlaba,68,40,0.5882352941176471
S Jora,68,56,0.8235294117647058
RP Lefebvre,68,43,0.6323529411764706
BCJ Cutting,67,53,0.7910447761194029
DS Weerakkody,67,73,1.0895522388059702
CH van Koolwijk,66,25,0.3787878787878788
Abdul Shakoor,66,34,0.5151515151515151
B Leephatthana,66,30,0.45454545454545453
Aaditya Varadarajan,66,36,0.5454545454545454
TP Visee,66,72,1.0909090909090908
M Karg,66,45,0.6818181818181818
CS Terblanche,65,38,0.5846153846153846
LR Johnson,65,19,0.2923076923076923
TD Smartt,65,40,0.6153846153846154
FY Fazal,65,55,0.8461538461538461
Qanita Jalil,64,32,0.5
JJ Celestine,64,28,0.4375
SM Warnapura,64,30,0.46875
VR Vanitha,64,50,0.78125
IR James,64,51,0.796875
Mosharraf Hossain,64,22,0.34375
RW Sims,64,24,0.375
NE Farrant,64,41,0.640625
AJ Ireland,64,12,0.1875
AF Sattaur,63,20,0.31746031746031744
MHW Papps,63,32,0.5079365079365079
PJ Scholfield,61,59,0.9672131147540983
O Kamchomphu,61,35,0.5737704918032787
PARP Perera,61,33,0.5409836065573771
BAM Heath,61,59,0.9672131147540983
ML Patel,61,15,0.2459016393442623
DI Joyce,61,29,0.47540983606557374
Skhawat Ali,60,18,0.3
N Niranjana,60,24,0.4
PP Chawla,60,38,0.6333333333333333
LHD Dilhara,60,49,0.8166666666666667
J Fraser-McGurk,59,87,1.4745762711864407
J Jarvis,59,28,0.4745762711864407
WP Saha,59,41,0.6949152542372882
SL Stewart,59,26,0.4406779661016949
D Daesrath,59,31,0.5254237288135594
Rashid Zia,58,9,0.15517241379310345
TG Norris,58,59,1.0172413793103448
Kabir Ali,58,54,0.9310344827586207
MM Iqbal,58,16,0.27586206896551724
T Granger,58,38,0.6551724137931034
FC Jonas,57,14,0.24561403508771928
RD McCann,57,23,0.40350877192982454
JM Cox,57,22,0.38596491228070173
PRP Boissevain,57,33,0.5789473684210527
Wasim Ali,57,26,0.45614035087719296
M van Jaarsveld,57,29,0.5087719298245614
E Otieno,57,21,0.3684210526315789
SS Tiwary,57,49,0.8596491228070176
SK Dolawatte,56,16,0.2857142857142857
Mohammad Iqbal,56,33,0.5892857142857143
JB Nero,56,31,0.5535714285714286
Sadia Iqbal,56,28,0.5
T Kamungozi,56,25,0.44642857142857145
HD Rutherford,56,15,0.26785714285714285
E Mbofana,56,22,0.39285714285714285
TH David,56,45,0.8035714285714286
AR Pitcher,55,30,0.5454545454545454
DNT Zoysa,55,36,0.6545454545454545
AAP Atkinson,55,63,1.1454545454545455
SI Kamea,55,18,0.32727272727272727
CJ Metcalfe,54,21,0.3888888888888889
B Shikongo,54,17,0.3148148148148148
Faisal Hossain,54,26,0.48148148148148145
Waqas Barkat,54,25,0.46296296296296297
SP de Alwis,53,28,0.5283018867924528
M Faisal,53,26,0.49056603773584906
RM Jariwala,53,30,0.5660377358490566
PD McGlashan,53,63,1.1886792452830188
L Rajadurai,53,20,0.37735849056603776
J Post,52,15,0.28846153846153844
MM Penfold,52,12,0.23076923076923078
M Dillon,52,44,0.8461538461538461
S Bhari,52,22,0.4230769230769231
Nestor Dhamba,52,23,0.4423076923076923
SA Fritz,52,28,0.5384615384615384
DM Kimmince,52,37,0.7115384615384616
IPP Batuwitarachchi,51,14,0.27450980392156865
HIS Mendis,50,13,0.26
RTM Mendis,50,50,1.0
GA Rogers,50,32,0.64
TB Robinson,49,48,0.9795918367346939
Khurram Nawaz,49,26,0.5306122448979592
CJ Smith,48,27,0.5625
A Aitken-Drummond,48,33,0.6875
AJ Tye,48,57,1.1875
DI Allan,48,18,0.375
J Patraj,48,21,0.4375
F Walters,48,16,0.3333333333333333
SJ Massiah,47,23,0.48936170212765956
OO Bascome,47,17,0.3617021276595745
S Thuraisingam,47,26,0.5531914893617021
C Abel,47,9,0.19148936170212766
Tayyab Tahir,46,57,1.2391304347826086
HDRS Silva,46,25,0.5434782608695652
MD du Preez,45,14,0.3111111111111111
MA Aponso,45,10,0.2222222222222222
NA Statham,45,7,0.15555555555555556
DES Maxwell,45,54,1.2
N M'shangwe,44,38,0.8636363636363636
S Dhakal,44,7,0.1590909090909091
N Ifill,44,16,0.36363636363636365
Sultan Ahmed,44,18,0.4090909090909091
Nuzhat Tasnia,43,16,0.37209302325581395
S Jyoti,43,19,0.4418604651162791
K Whatham,43,18,0.4186046511627907
J Blackwood,43,23,0.5348837209302325
Ehsan Adil,43,27,0.627906976744186
RK Singh,43,55,1.2790697674418605
WA Agar,43,50,1.1627906976744187
A Neill,43,29,0.6744186046511628
NS Poonia,42,12,0.2857142857142857
FR Davies,42,13,0.30952380952380953
KED Carroll,42,28,0.6666666666666666
AM McCarthy,41,15,0.36585365853658536
VR Iyer,41,24,0.5853658536585366
HM Tiffen,41,33,0.8048780487804879
Mohammad Salman,40,22,0.55
Zulfiqar Babar,40,35,0.875
D Prins,40,7,0.175
Saqlain Haider,40,30,0.75
Ayesha Naseem,40,33,0.825
S Dhamala,40,12,0.3
NG Smith,40,26,0.65
S Naik,39,25,0.6410256410256411
Faisal Athar,39,9,0.23076923076923078
Saqlain Mushtaq,39,17,0.4358974358974359
Shahid Ahmadzai,39,26,0.6666666666666666
TCB Fernando,39,18,0.46153846153846156
Y van der Westhuizen,39,23,0.5897435897435898
TS Roland-Jones,38,37,0.9736842105263158
AB Dinda,38,21,0.5526315789473685
MMA Jonkman,38,13,0.34210526315789475
Shamim Hossain,38,22,0.5789473684210527
RM van Oosterom,38,15,0.39473684210526316
JH Desai,38,16,0.42105263157894735
B Fernando,37,26,0.7027027027027027
TB Sole,37,38,1.027027027027027
D Cleaver,37,32,0.8648648648648649
Mohammad Haris,36,30,0.8333333333333334
AH Maqsood,36,12,0.3333333333333333
SJ Andrews,36,16,0.4444444444444444
CW Perchard,35,31,0.8857142857142857
I Dulani,35,15,0.42857142857142855
J Da Silva,35,14,0.4
I van der Woning,35,13,0.37142857142857144
HRA Rainey,35,12,0.34285714285714286
MC Patel,35,13,0.37142857142857144
GP Tom,34,19,0.5588235294117647
Mohammad Hasnain,34,53,1.5588235294117647
C Jonker,34,31,0.9117647058823529
TR Ambrose,34,10,0.29411764705882354
KE Broadmore,34,9,0.2647058823529412
Arshdeep Singh,34,37,1.088235294117647
P Roy,34,5,0.14705882352941177
AF Buurman,34,26,0.7647058823529411
O Davidson,33,14,0.42424242424242425
PKD Chase,33,22,0.6666666666666666
J Sharma,33,17,0.5151515151515151
Haider Ali,33,42,1.2727272727272727
I Wardlaw,33,18,0.5454545454545454
AA Shafique,33,13,0.3939393939393939
W Sutherland,33,18,0.5454545454545454
D Joseph,32,13,0.40625
MK Villiers,32,32,1.0
JA Simpson,32,20,0.625
T Muzarabani,32,10,0.3125
RH Scholte,31,8,0.25806451612903225
DO Leicher,31,32,1.032258064516129
GF Linde,31,27,0.8709677419354839
Jamaluddin Ahmed,31,18,0.5806451612903226
Ankur Sharma,31,16,0.5161290322580645
HGV Vare,31,20,0.6451612903225806
Avesh Khan,30,23,0.7666666666666667
A Shamshudeen,30,3,0.1
A Patel,30,25,0.8333333333333334
AE Smith,30,45,1.5
R Ntozakhe,30,8,0.26666666666666666
Usama Mir,30,38,1.2666666666666666
EMDY Munaweera,29,15,0.5172413793103449
AK Peters,29,6,0.20689655172413793
A Martin,29,10,0.3448275862068966
K Sonavale,29,5,0.1724137931034483
SW Tait,29,25,0.8620689655172413
AG Wharf,29,19,0.6551724137931034
S Daniel,29,12,0.41379310344827586
MG Neser,29,11,0.3793103448275862
KH Butt,29,8,0.27586206896551724
EC Perry,28,21,0.75
Usman Salahuddin,28,13,0.4642857142857143
D Murphy,28,9,0.32142857142857145
TL Seifert,28,33,1.1785714285714286
PLS Gamage,27,4,0.14814814814814814
JB Reva,27,15,0.5555555555555556
CC Dalton,27,18,0.6666666666666666
PY Lavine,26,8,0.3076923076923077
HM Watson,26,15,0.5769230769230769
RD Chahar,26,13,0.5
CP Jack,26,17,0.6538461538461539
Lovepreet Singh,26,9,0.34615384615384615
SSB Magala,25,18,0.72
H Davids,25,8,0.32
ADR Campbell,25,7,0.28
NA Rock,25,7,0.28
H Shah,25,9,0.36
Waqar Younis,25,17,0.68
S Khiaoto,24,18,0.75
LK Ebsary,24,23,0.9583333333333334
F Kasteni,24,9,0.375
JA Clarkson,24,17,0.7083333333333334
OEG Baartman,24,13,0.5416666666666666
MR Johnson,23,20,0.8695652173913043
HWR Cartwright,23,2,0.08695652173913043
Hasibul Hossain,23,7,0.30434782608695654
C Viljoen,23,19,0.8260869565217391
AC Cummins,23,21,0.9130434782608695
JP Behrendorff,23,21,0.9130434782608695
Saad Ali,23,11,0.4782608695652174
PJC Hoffmann,23,30,1.3043478260869565
W Jaffer,23,10,0.43478260869565216
BA Langston,22,21,0.9545454545454546
RD Steede,22,15,0.6818181818181818
J Overton,22,32,1.4545454545454546
MT Herbert,22,1,0.045454545454545456
BJ Currie,22,9,0.4090909090909091
VAB Tewarie,22,4,0.18181818181818182
A Valthapa,22,14,0.6363636363636364
GM Harris,22,13,0.5909090909090909
S Nisansala,22,20,0.9090909090909091
MQ Sheikh,21,6,0.2857142857142857
Zeeshan Siddiqi,21,7,0.3333333333333333
TL Chivanga,21,18,0.8571428571428571
LR Naylor,21,20,0.9523809523809523
BP Nash,21,21,1.0
CK Kruger,21,3,0.14285714285714285
Ethan D'Souza,21,9,0.42857142857142855
HR Johnson,21,9,0.42857142857142855
F Tunnicliffe,21,15,0.7142857142857143
NJ Coffey,20,8,0.4
Sagar Pun,20,3,0.15
Nasir Javed,20,2,0.1
RO Hussain,20,10,0.5
Moniruzzaman,20,1,0.05
HHC Gunaratne,20,13,0.65
N Kruger,20,5,0.25
Z Groenewald,19,4,0.21052631578947367
SA Millanta,19,15,0.7894736842105263
SW Currie,19,10,0.5263157894736842
S Siegers,19,11,0.5789473684210527
SB Bangar,19,8,0.42105263157894735
