player_name,total_runs,strike_rate,total_wickets_taken,player_of_match_awards,Performance_Score,Player_Rank
S Horley,276,77.52808989,9,3,1531.2808989,473
GB Brent,192,62.95081967,25,2,1521.5081967,474
BJ Hodge,516,88.5077187,1,1,1521.0771869999999,475
S Rana,184,81.4159292,26,0,1518.1592919999998,476
SS Weerakkody,328,62.95585413,28,0,1517.5585413,477
L Goodall,817,59.8973607,0,1,1515.973607,478
JP Inglis,521,99.23809524,0,0,1513.3809524,479
Imran Nazir,531,87.91390728,0,1,1510.1390728000001,480
SW Ambris,473,93.66336634,0,1,1509.6336634,481
RL Bhudia,22,146.6666667,1,0,1508.666667,482
J Overton,32,145.4545455,1,0,1506.545455,483
JWM Dalrymple,487,71.93500739,15,0,1506.3500739,484
Arshdeep Singh,37,108.8235294,14,1,1505.235294,485
MG Bevan,755,64.14613424,0,1,1496.4613424,486
AJ Turner,192,116.3636364,2,1,1495.636364,487
A Steyn,781,61.11111111,0,1,1492.1111111,488
JA Rudolph,820,66.7752443,0,0,1487.7524429999999,489
JD Campbell,248,113.7614679,0,1,1485.614679,490
SS Pathirana,332,83.20802005,16,0,1484.0802005,491
Habibul Bashar,926,55.41591861,0,0,1480.1591861,492
PA Patel,693,78.39366516,0,0,1476.9366516,493
JDF Vandersay,112,46.47302905,40,1,1476.7302905000001,494
Shafali Verma,644,79.21279213,2,0,1476.1279213,495
NJ Carey,136,93.79310345,20,0,1473.9310345,496
ZE Green,686,78.66972477,0,0,1472.6972477,497
Rumana Ahmed,346,50.65885798,26,1,1472.5885798,498
RH Priest,661,81.00490196,0,0,1471.0490196,499
PA de Silva,390,80.08213552,14,0,1470.8213552,500
PL Mommsen,601,76.46310433,0,1,1465.6310432999999,501
YH Bhatia,666,69.88457503,0,1,1464.8457503,502
Mohammad Mithun,711,75.0,0,0,1461.0,503
EJ Villani,468,77.22772277,6,1,1460.2772277,504
N Chantam,473,68.65021771,0,3,1459.5021771000002,505
MO Odumbe,324,89.25619835,7,1,1456.5619835,506
S Molineux,64,83.11688312,23,1,1455.1688312,507
B Sharki,703,65.03237743,0,1,1453.3237743,508
L Balaji,104,78.78787879,28,0,1451.8787879,509
SKW Kelly,7,140.0,2,0,1447.0,510
Saad Bin Zafar,217,72.57525084,25,0,1442.7525084,511
AM Peterson,167,79.14691943,19,1,1438.4691943,512
TLW Cooper,576,74.22680412,6,0,1438.2680412,513
T de Zorzi,381,95.4887218,0,1,1435.8872179999998,514
Naseem Khushi,360,107.4626866,0,0,1434.626866,515
JH Davey,193,61.85897436,26,1,1431.5897436,516
G Malla,753,65.76419214,1,0,1430.6419214,517
PJ Ongondo,150,60.0,34,0,1430.0,518
AAP Atkinson,63,114.5454545,11,0,1428.454545,519
AA Jangoo,104,122.3529412,0,1,1427.529412,520
HN Ya France,237,80.88737201,14,1,1425.8737201000001,521
PW Borren,413,89.20086393,6,0,1425.0086393,522
L Tucker,657,76.75233645,0,0,1424.5233645,523
NND de Silva,703,66.07142857,3,0,1423.7142857,524
TL Best,72,63.15789474,36,0,1423.5789474,525
J Sumerauer,84,113.5135135,10,0,1419.135135,526
Nasum Ahmed,156,87.64044944,14,1,1412.4044944,527
Sharmin Akhter,643,56.40350877,0,2,1407.0350877,528
Mohammad Nawaz (3),193,87.33031674,17,0,1406.3031674,529
Kabir Ali,54,93.10344828,21,0,1405.0344828,530
NR Kirton,483,74.19354839,4,1,1404.9354839,531
CG Williams,427,77.63636364,5,1,1403.3636364,532
KP Meiyappan,163,47.66081871,38,0,1399.6081871000001,533
Wasim Akram,71,98.61111111,12,1,1397.1111111,534
H Madavi,729,66.69716377,0,0,1395.9716377,535
EL Lamb,396,83.72093023,3,1,1393.2093023,536
MH Yardy,326,66.53061224,20,0,1391.3061223999998,537
A Johnson,438,95.2173913,0,0,1390.173913,538
M Dillon,44,84.61538462,25,0,1390.1538461999999,539
Bilawal Bhatti,89,115.5844156,7,0,1384.844156,540
CN Ackermann,326,75.11520737,15,0,1377.1520737,541
Nizakat Khan,508,80.89171975,3,0,1376.9171975,542
CD Wallace,515,86.12040134,0,0,1376.2040134,543
CN Nation,831,54.45609436,0,0,1375.5609436,544
PP Shaw,189,108.6206897,0,1,1375.206897,545
Tanzid Hasan,364,101.1111111,0,0,1375.1111110000002,546
Kaleem Sana,73,75.25773196,27,0,1365.5773196,547
SM Davies,244,102.0920502,0,1,1364.920502,548
AGS Gous,157,110.5633803,0,1,1362.6338030000002,549
Abdullah Shafique,554,80.40638607,0,0,1358.0638607,550
CK Hooper,4,133.3333333,1,0,1357.333333,551
KT Perkins,618,73.74701671,0,0,1355.4701671,552
PJC Hoffmann,30,130.4347826,1,0,1354.3478260000002,553
RK Singh,55,127.9069767,1,0,1354.069767,554
Mominul Haque,495,73.7704918,6,0,1352.704918,555
N Deonarine,546,62.54295533,4,1,1351.4295533,556
Shayan Jahangir,497,85.24871355,0,0,1349.4871355,557
SMA Priyanjan,420,78.79924953,7,0,1347.9924953,558
K Verreynne,476,87.17948718,0,0,1347.7948718,559
FC Wilson,412,93.42403628,0,0,1346.2403628,560
TW Hartley,12,133.3333333,0,0,1345.333333,561
TB Sole,38,102.7027027,9,1,1345.027027,562
Sandeep Goud,535,69.84334204,0,1,1333.4334204,563
V Krishnamurthy,410,86.31578947,3,0,1333.1578947,564
RM Haq,181,51.1299435,27,1,1332.299435,565
PP Chawla,38,63.33333333,33,0,1331.3333333,566
A Bagai,614,61.70854271,0,1,1331.0854271,567
Haider Ali,42,127.2727273,0,0,1314.727273,568
A Nao,54,76.05633803,20,1,1314.5633803,569
AN Petersen,498,81.63934426,0,0,1314.3934426,570
A Bosch,355,73.8045738,1,2,1313.045738,571
JE Cameron,452,75.20798669,0,1,1304.0798669,572
AK Sah,320,87.67123288,0,1,1296.7123288,573
Tayyab Tahir,57,123.9130435,0,0,1296.130435,574
Khushdil Shah,200,93.45794393,3,1,1294.5794393,575
MD Dai,277,75.47683924,13,0,1291.7683924,576
GJ Delany,217,95.1754386,6,0,1288.754386,577
J Mubarak,531,63.7454982,1,1,1288.454982,578
Asmavia Iqbal,225,52.3255814,27,0,1288.255814,579
PJ Moor,520,66.58130602,0,1,1285.8130602,580
T Mupariwa,87,41.82692308,39,0,1285.2692308,581
KS Lokuarachchi,164,75.57603687,18,0,1279.7603687,582
C Zhuwao,154,112.4087591,0,0,1278.087591,583
SR Thompson,178,89.8989899,10,0,1276.9898990000002,584
U Bhatti,120,91.60305344,12,0,1276.0305343999999,585
L Winfield,564,70.76537014,0,0,1271.6537014,586
CM McBride,386,70.4379562,4,1,1270.379562,587
MA Vermeulen,517,64.94974874,0,1,1266.4974874,588
Saud Shakeel,283,86.2804878,1,1,1265.804878,589
MW Machan,393,79.07444668,4,0,1263.7444667999998,590
KE Bryce,301,84.07821229,6,0,1261.7821229,591
T Stubbs,218,93.96551724,0,1,1257.6551724,592
Naumanullah,5,125.0,0,0,1255.0,593
JP Behrendorff,21,91.30434783,16,0,1254.0434783,594
DES Maxwell,54,120.0,0,0,1254.0,595
Tanzim Hasan Sakib,95,77.86885246,14,1,1253.6885246,596
PD McGlashan,63,118.8679245,0,0,1251.679245,597
R MacDonald-Gay,17,121.4285714,1,0,1251.2857139999999,598
DNT Zoysa,36,65.45454545,23,1,1250.5454545,599
LE Bosman,301,94.65408805,0,0,1247.5408805,600
B Evans,121,78.57142857,17,0,1246.7142857,601
Abid Ali,234,91.05058366,0,1,1244.5058366,602
RM Patidar,22,122.2222222,0,0,1244.222222,603
KM Dabengwa,364,57.68621236,15,0,1240.8621236,604
BJ Watling,573,66.62790698,0,0,1239.2790698000001,605
SSB Magala,18,72.0,15,2,1238.0,606
GWHM Perera,668,56.75446049,0,0,1235.5446049,607
WP Masakadza,204,59.13043478,22,0,1235.3043478,608
A Ndiraya,428,68.58974359,1,1,1233.8974359,609
DSK Madushanka,7,116.6666667,3,0,1233.666667,610
SDNS Karunaratne,17,121.4285714,0,0,1231.2857139999999,611
ARI Umeed,138,99.28057554,0,1,1230.8057554,612
G Voll,173,105.4878049,0,0,1227.878049,613
P Khadka,252,79.49526814,4,1,1226.9526814,614
Adnan Mufti,328,79.4188862,0,1,1222.188862,615
D Langford-Smith,79,94.04761905,10,0,1219.4761905,616
AC Botha,265,63.24582339,16,0,1217.4582338999999,617
Kycia A Knight,699,51.77777778,0,0,1216.7777778,618
TG Norris,59,101.7241379,7,0,1216.241379,619
WA Agar,50,116.2790698,0,0,1212.790698,620
TL Seifert,33,117.8571429,0,0,1211.571429,621
CR Foggo,6,120.0,0,0,1206.0,622
MW Short,195,98.98477157,1,0,1204.8477157000002,623
TS Nethula,12,109.0909091,5,0,1202.909091,624
Q Joseph,179,70.19607843,16,0,1200.9607843,625
Hasan Mahmud,37,48.05194805,29,1,1197.5194805,626
T Mishra,395,70.03546099,0,1,1195.3546099,627
LR Down,486,60.82603254,0,1,1194.2603254,628
A Sharma,323,69.01709402,4,1,1193.1709402000001,629
SJ Myburgh,347,74.46351931,0,1,1191.6351931,630
S Nisansala,20,90.90909091,8,1,1189.0909091,631
CB Wishart,361,72.78225806,0,1,1188.8225806,632
MDT Kamini,353,63.48920863,0,2,1187.8920862999998,633
KNM Fernando,107,108.0808081,0,0,1187.808081,634
C Brits,292,69.35866983,0,2,1185.5866983,635
MK Tiwary,287,69.66019417,5,1,1183.6019417,636
PM Weerakkody,638,54.43686007,0,0,1182.3686007000001,637
AA Obanda,487,69.17613636,0,0,1178.7613636,638
GA Manou,7,116.6666667,0,0,1173.666667,639
MADD Surangika,642,53.05785124,0,0,1172.5785124,640
RD Rickelton,188,88.2629108,0,1,1170.629108,641
Jaker Ali,113,105.6074766,0,0,1169.074766,642
SR Hain,106,106.0,0,0,1166.0,643
S Nitschke,81,96.42857143,1,1,1165.2857143,644
SG Borthwick,18,112.5,1,0,1163.0,645
TP Visee,72,109.0909091,0,0,1162.909091,646
DS Weerakkody,73,108.9552239,0,0,1162.5522389999999,647
KH Pandya,130,99.23664122,2,0,1162.3664122,648
R Rijke,238,70.20648968,6,1,1160.0648968,649
A Capsey,283,71.64556962,8,0,1159.4556962000001,650
RK Kleinveldt,105,81.39534884,12,0,1158.9534884,651
JL Denly,446,69.14728682,1,0,1157.4728682,652
Rashid Latif,335,82.10784314,0,0,1156.0784314,653
Z Crawley,199,95.67307692,0,0,1155.7307692,654
GS Ballance,454,70.17001546,0,0,1155.7001546000001,655
TS Chisoro,109,70.32258065,12,1,1152.2258065,656
L Jack,113,103.6697248,0,0,1149.697248,657
Sadia Iqbal,28,50.0,31,0,1148.0,658
MDK Perera,152,73.42995169,13,0,1146.2995169,659
RML Taylor,105,82.03125,11,0,1145.3125,660
PA Nixon,297,84.61538462,0,0,1143.1538461999999,661
FL Mackay,125,63.7755102,19,0,1142.755102,662
P Marange,125,81.69934641,10,0,1141.9934641,663
S Meghana,114,102.7027027,0,0,1141.027027,664
MJ Cosgrove,78,96.2962963,0,1,1140.962963,665
Suraj Kumar,392,74.80916031,0,0,1140.0916031,666
Mudassar Bukhari,126,69.23076923,16,0,1138.3076923,667
IJR Zwilling,145,41.31054131,29,0,1138.1054131,668
Khaled Mashud,605,53.1167691,0,0,1136.167691,669
Moin Khan,274,86.16352201,0,0,1135.6352201,670
A Athanaze,306,80.95238095,1,0,1135.5238095,671
AG Wharf,19,65.51724138,18,1,1134.1724138,672
M Mupachikwa,376,55.7037037,0,2,1133.037037,673
MK Villiers,32,100.0,5,0,1132.0,674
SC Taylor,77,105.4794521,0,0,1131.794521,675
Shakeel Ahmed,69,52.27272727,17,2,1131.7272727,676
ID Blackwell,146,68.54460094,15,0,1131.4460094,677
RTM Mendis,50,100.0,4,0,1130.0,678
KJJ van Noortwijk,141,98.6013986,0,0,1127.013986,679
TA Blundell,266,86.08414239,0,0,1126.8414238999999,680
IA Karim,196,82.70042194,0,1,1123.0042194,681
L Louwrens,535,58.2788671,0,0,1117.788671,682
AM Hardie,134,84.27672956,7,0,1116.7672956000001,683
P Mustard,219,89.75409836,0,0,1116.5409836,684
M Vijay,339,65.69767442,1,1,1115.9767442,685
LN Rajbanshi,37,23.71794872,42,0,1114.1794872,686
PBB Rajapaksa,89,102.2988506,0,0,1111.988506,687
SK Patel,278,73.35092348,0,1,1111.5092348,688
Shamsur Rahman,266,74.50980392,0,1,1111.0980392,689
TBM de Leede,113,53.80952381,18,1,1111.0952381,690
N Mlaba,40,58.82352941,24,0,1108.2352941,691
AR White,301,60.44176707,10,0,1105.4176707,692
H Patel,176,88.88888889,2,0,1104.8888889,693
O Thomas,22,28.20512821,30,2,1104.0512821,694
Mohammad Aadil Alam,70,85.36585366,9,0,1103.6585366,695
A Neill,29,67.44186047,15,1,1103.4186046999998,696
K Kamyuka,2,100.0,5,0,1102.0,697
RMVD Gunaratne,401,69.98254799,0,0,1100.8254799000001,698
JAD Lawrenson,177,82.3255814,0,1,1100.255814,699
MN van Wyk,425,67.35340729,0,0,1098.5340729,700
K Fraser,152,76.38190955,9,0,1095.8190955,701
K Klein,61,69.31818182,17,0,1094.1818182000002,702
AA Mulla,150,93.75,0,0,1087.5,703
Muhammad Jawadullah,14,93.33333333,7,0,1087.3333333,704
Shariz Ahmad,159,54.63917526,19,0,1085.3917526,705
TK Musakanda,210,87.5,0,0,1085.0,706
DO Leicher,32,103.2258065,1,0,1084.258065,707
DD Ebrahim,555,52.85714286,0,0,1083.5714286,708
DG Brownlie,361,72.2,0,0,1083.0,709
HDPK Dharmasena,129,83.22580645,6,0,1081.2580644999998,710
K Doriga,520,56.09492988,0,0,1080.9492988000002,711
Murshida Khatun,429,55.0,0,1,1079.0,712
CMA Shillington,179,89.94974874,0,0,1078.4974874,713
Kyshona A Knight,597,47.9903537,0,0,1076.9035370000001,714
Nurul Hasan,165,91.16022099,0,0,1076.6022099,715
Utkarsh Srivastava,75,100.0,0,0,1075.0,716
DEM Carter,200,71.17437722,8,0,1071.7437722,717
MM English,107,86.29032258,0,1,1069.9032258,718
PKD Chase,22,66.66666667,19,0,1068.6666667,719
A Rawat,153,81.38297872,0,1,1066.8297871999998,720
Nain Abidi,521,54.55497382,0,0,1066.5497381999999,721
AR Caddick,64,54.23728814,18,1,1066.3728814,722
Ghulam Shabber,444,62.01117318,0,0,1064.1117318000001,723
CS Baugh,382,67.85079929,0,0,1060.5079928999999,724
T Banton,134,92.4137931,0,0,1058.1379310000002,725
N Chaiwai,244,61.30653266,0,2,1057.0653266,726
CW Perchard,31,88.57142857,7,0,1056.7142857,727
CD de Lange,65,69.14893617,15,0,1056.4893617,728
Zafar Gohar,15,100.0,2,0,1055.0,729
S Jimmy,118,59.5959596,17,0,1053.9595960000001,730
Yasir Ali Chowdhury,101,95.28301887,0,0,1053.8301887,731
L Cheatle,13,100.0,2,0,1053.0,732
R Chopra,260,68.96551724,0,1,1049.6551724,733
Mahedi Hasan,122,62.56410256,15,0,1047.6410256,734
MA Jones,385,66.15120275,0,0,1046.5120275,735
A van der Merwe,4,100.0,2,0,1044.0,736
H Hiri,435,54.78589421,3,0,1042.8589421000001,737
NV Knight,339,70.1863354,0,0,1040.863354,738
CT Mutombodzi,122,81.87919463,5,0,1040.7919463,739
JL Smith,133,90.47619048,0,0,1037.7619048000001,740
RD Shah,407,62.9057187,0,0,1036.0571869999999,741
CR Pagydyala,136,80.0,0,1,1036.0,742
A Flower,332,70.33898305,0,0,1035.3898305,743
JG Bethell,167,78.77358491,4,0,1034.7358491,744
R Mutumbami,319,71.36465324,0,0,1032.6465324,745
J Gumbie,379,65.232358,0,0,1031.32358,746
TS Roland-Jones,37,97.36842105,1,0,1030.6842105,747
TB Robinson,48,97.95918367,0,0,1027.5918367,748
PJ Scholfield,59,96.72131148,0,0,1026.2131147999999,749
BAM Heath,59,96.72131148,0,0,1026.2131147999999,750
AI Chudasama,79,74.52830189,10,0,1024.2830189,751
HL Baker,3,100.0,1,0,1023.0,752
KDU Prabodhani,126,35.69405099,27,0,1022.9405099,753
BP Nash,21,100.0,0,0,1021.0,754
CS Mugeri-Tiripano,280,74.07407407,0,0,1020.7407407,755
AB Barath,394,62.6391097,0,0,1020.391097,756
JP Kotze,316,70.37861915,0,0,1019.7861915000001,757
BR McDermott,223,79.64285714,0,0,1019.4285714,758
DE Budge,237,76.20578778,1,0,1019.0578777999999,759
BJ Bennett,71,94.66666667,0,0,1017.6666667,760
BA Langston,21,95.45454545,2,0,1015.5454545,761
MS Sinclair,367,64.8409894,0,0,1015.409894,762
MA Ouma,468,54.73684211,0,0,1015.3684211,763
Azhar Mahmood,126,76.82926829,6,0,1014.2926829,764
AC Cummins,21,91.30434783,4,0,1014.0434783,765
D Khanal,329,68.25726141,0,0,1011.5726141,766
GR Codrington,80,65.04065041,9,1,1010.4065041,767
L Wood,10,100.0,0,0,1010.0,768
JF Kloppenburg,149,62.08333333,7,1,1009.8333333,769
M Levitt,196,79.35222672,1,0,1009.5222672,770
B Sai Sudharsan,127,88.19444444,0,0,1008.9444444,771
M Musonda,262,64.69135802,0,1,1008.9135802,772
Mehran Khan,66,94.28571429,0,0,1008.8571429,773
PJ Forrest,368,63.77816291,0,0,1005.7816291,774
H Carlyon,125,83.89261745,2,0,1003.9261745,775
Raza-ur-Rehman,174,80.93023256,1,0,1003.3023255999999,776
Pankaj Singh,3,100.0,0,0,1003.0,777
G Kirsten,186,81.57894737,0,0,1001.7894736999999,778
TSS Mackintosh,169,83.25123153,0,0,1001.5123153,779
GJ McCarter,1,100.0,0,0,1001.0,780
PJ Ingram,193,80.75313808,0,0,1000.5313808,781
S Movva,324,67.21991701,0,0,996.1991701000001,782
BN Cooper,148,84.57142857,0,0,993.7142856999999,783
D Ravu,128,66.32124352,10,0,991.2124352,784
Zulfiqar Babar,35,87.5,4,0,990.0,785
AJ Stewart,287,70.17114914,0,0,988.7114914,786
DM Kimmince,37,71.15384615,7,1,988.5384615,787
CO Browne,144,84.21052632,0,0,986.1052632,788
MR Meshram,322,56.39229422,0,1,985.9229422,789
B Bezuidenhout,266,71.89189189,0,0,984.9189189,790
AM Tribe,233,75.16129032,0,0,984.6129032000001,791
K Weeraratne,120,86.33093525,0,0,983.3093524999999,792
LK Ebsary,23,95.83333333,0,0,981.3333333,793
DJM Short,211,77.00729927,0,0,981.0729927,794
GJ Hopkins,236,74.44794953,0,0,980.4794953,795
KA Edwards,331,64.90196078,0,0,980.0196077999999,796
DLS van Bunge,293,56.45472062,6,0,977.5472062,797
LR Naylor,20,95.23809524,0,0,972.3809524000001,798
D la Cock,313,65.89473684,0,0,971.9473684,799
V Sukumaran,194,61.78343949,3,1,971.8343949,800
GH Worker,272,69.92287918,0,0,971.2287918,801
I Kaia,332,63.84615385,0,0,970.4615385,802
Avesh Khan,23,76.66666667,9,0,969.6666667,803
MJ Lumb,165,80.09708738,0,0,965.9708738,804
JP Bray,234,63.07277628,0,1,964.7277627999999,805
C Madande,251,71.10481586,0,0,962.0481586000001,806
SM Benade,100,78.125,4,0,961.25,807
MAA Sanjeewani,395,56.509299,0,0,960.09299,808
NS Dhaliwal,295,56.40535373,0,1,959.0535373,809
GF Linde,27,87.09677419,3,0,957.9677419000001,810
SA Engelbrecht,327,63.00578035,0,0,957.0578035,811
TL Chivanga,18,85.71428571,4,0,955.1428571,812
WK McCallan,101,57.38636364,14,0,954.8636364,813
B de Leede,289,66.43678161,0,0,953.3678161,814
Javed Omar,468,48.39710445,0,0,951.9710445000001,815
HDJ Siegers,105,84.67741935,0,0,951.7741934999999,816
Shahzaib Hasan,100,84.74576271,0,0,947.4576271,817
HK Badani,135,77.14285714,2,0,946.4285714,818
BCJ Cutting,53,79.10447761,5,0,944.0447761,819
BT Foakes,61,78.20512821,0,1,943.0512821,820
C Jonker,31,91.17647059,0,0,942.7647059,821
N M'shangwe,38,86.36363636,2,0,941.6363636,822
P Siaka,160,68.08510638,5,0,940.8510638,823
Ayesha Zafar,407,53.27225131,0,0,939.7225131,824
RS Williams,477,46.22093023,0,0,939.2093023,825
XM Marshall,379,55.98227474,0,0,938.8227474,826
Umar Amin,271,66.42156863,0,0,935.2156863,827
S Laomi,61,54.95495495,16,0,930.5495495,828
R Slater,9,90.0,1,0,929.0,829
ML Nkala,125,70.2247191,5,0,927.247191,830
MC Henriques,117,60.9375,10,0,926.375,831
N Davin,88,83.80952381,0,0,926.0952381,832
LHD Dilhara,49,81.66666667,3,0,925.6666667,833
A Sharafu,257,66.75324675,0,0,924.5324675,834
Saeed Anwar,218,68.55345912,1,0,923.5345912,835
I Wardlaw,18,54.54545455,18,0,923.4545455,836
HHC Gunaratne,13,65.0,8,1,923.0,837
HP Tillakaratne,332,59.0747331,0,0,922.747331,838
B Cooper,339,58.34767642,0,0,922.4767641999999,839
Jahurul Islam,226,69.53846154,0,0,921.3846154,840
A Minny,106,81.53846154,0,0,921.3846154,841
F Overdijk,224,47.55838641,11,0,919.5838641,842
MKDI Amerasinghe,5,71.42857143,10,0,919.2857143000001,843
JA Burns,146,77.24867725,0,0,918.4867725,844
A Patel,25,83.33333333,3,0,918.3333333,845
S Chattergoon,281,63.71882086,0,0,918.1882086,846
J Kila,159,63.85542169,6,0,917.5542169,847
EN Lynch,115,50.21834061,15,0,917.1834061,848
CJ Bowes,99,81.81818182,0,0,917.1818182000001,849
PS Punia,273,54.27435388,0,1,915.7435388,850
L Winfield-Hill,294,62.02531646,0,0,914.2531646,851
HMD Rasangika,232,58.0,0,1,912.0,852
ADS Fletcher,305,60.6361829,0,0,911.3618290000001,853
O Kamchomphu,35,57.37704918,15,0,908.7704918,854
SS Tiwary,49,85.96491228,0,0,908.6491228,855
MS Panesar,26,28.26086957,30,0,908.6086957,856
SF Daley,141,58.75,9,0,908.5,857
C Tear,237,66.94915254,0,0,906.4915254,858
TJ Friend,132,75.42857143,1,0,906.2857143000001,859
TS Kamunhukamwe,131,77.5147929,0,0,906.147929,860
DC Thomas,238,62.79683377,2,0,905.9683377,861
R Gunasekera,255,55.07559395,0,1,905.7559395,862
SI Kamea,18,32.72727273,28,0,905.2727273,863
ML Udawatte,243,66.21253406,0,0,905.1253406,864
SP Terry,16,88.88888889,0,0,904.8888889,865
N Koncharoenkai,120,78.43137255,0,0,904.3137255,866
T Ruma,232,63.04347826,2,0,902.4347826000001,867
JA McCollum,178,72.35772358,0,0,901.5772357999999,868
FY Fazal,55,84.61538462,0,0,901.1538462,869
SJ Baard,326,57.49559083,0,0,900.9559082999999,870
TS Hasabnis,140,76.08695652,0,0,900.8695652,871
HJ Armitage,78,82.10526316,0,0,899.0526316,872
D Cleaver,32,86.48648649,0,0,896.8648649,873
TD Smartt,40,61.53846154,12,0,895.3846154,874
C Hemraj,82,81.18811881,0,0,893.8811881,875
Mohammad Boota,173,72.08333333,0,0,893.8333333,876
Amjad Ali,249,64.34108527,0,0,892.4108527,877
D Dhingra,237,65.46961326,0,0,891.6961326,878
G Kodali,46,60.52631579,7,1,891.2631579,879
KDK Vithanage,75,81.52173913,0,0,890.2173913,880
CA Lynn,75,81.52173913,0,0,890.2173913,881
MR Johnson,20,86.95652174,0,0,889.5652173999999,882
MB Loye,142,74.73684211,0,0,889.3684211,883
FRJ Coleman,160,72.72727273,0,0,887.2727272999999,884
Shorna Akter,147,60.0,7,0,887.0,885
NRJ Croes,207,67.86885246,0,0,885.6885245999999,886
SA Wijeratne,191,69.45454545,0,0,885.5454545,887
C Viljoen,19,82.60869565,2,0,885.0869565,888
L Sreekumar,57,82.60869565,0,0,883.0869565,889
ND McKenzie,182,70.0,0,0,882.0,890
Taufeeq Umar,262,51.98412698,0,1,881.8412698,891
GE Plimmer,256,62.43902439,0,0,880.3902439,892
S Jora,56,82.35294118,0,0,879.5294118,893
MJ Hay,59,81.94444444,0,0,878.4444444,894
BJ Currie,9,40.90909091,18,1,878.0909091000001,895
S Sriharsha,200,67.79661017,0,0,877.9661017,896
DR Chumney,219,65.17857143,0,0,870.7857143000001,897
SL Quintyne,117,57.35294118,9,0,870.5294118,898
NFI McCallum,233,63.66120219,0,0,869.6120219,899
PP Ojha,46,40.35087719,21,0,869.5087719,900
GI Maiden,12,85.71428571,0,0,869.1428571,901
NY McLean,231,63.8121547,0,0,869.121547,902
TH David,45,80.35714286,1,0,868.5714286,903
G Toka,268,54.03225806,3,0,868.3225805999999,904
DM Richards,179,68.84615385,0,0,867.4615385,905
Shamima Sultana,304,56.2962963,0,0,866.9629630000001,906
DA Gunawardene,322,54.48392555,0,0,866.8392555,907
GM Ewing,77,66.95652174,6,0,866.5652173999999,908
BMSM Kumari,99,40.74074074,18,0,866.4074074,909
PA Browne,134,73.22404372,0,0,866.2404372,910
Musa Ahmed,238,62.79683377,0,0,865.9683377,911
Shuvagata Hom,70,79.54545455,0,0,865.4545455,912
K Birkenstock,233,53.19634703,5,0,864.9634702999999,913
SA Millanta,15,78.94736842,3,0,864.4736842,914
ES Szwarczynski,281,58.29875519,0,0,863.9875519,915
MB Kruger,154,70.96774194,0,0,863.6774194,916
Mohammad Haris,30,83.33333333,0,0,863.3333333,917
A Ashok,10,83.33333333,1,0,863.3333333,918
B Bhandari,265,59.81941309,0,0,863.1941309,919
MR Aguilleira,323,54.01337793,0,0,863.1337793,920
CMW Read,156,70.58823529,0,0,861.8823529,921
JM Fields,215,64.56456456,0,0,860.6456456,922
Ayesha Naseem,33,82.5,0,0,858.0,923
TM Dowlin,228,62.98342541,0,0,857.8342541000001,924
AM Samad,226,59.16230366,2,0,857.6230366,925
Khalid Kail,117,74.05063291,0,0,857.5063291,926
SV Bahutule,11,84.61538462,0,0,857.1538462,927
MR Swart,59,75.64102564,2,0,855.4102564,928
SP Krishnamurthi,77,77.77777778,0,0,854.7777778,929
AB Dinda,21,55.26315789,14,0,853.6315789,930
CR Seneviratna,133,48.01444043,12,0,853.1444043,931
DR Mousley,69,78.40909091,0,0,853.0909091000001,932
Akshay Homraj,159,69.13043478,0,0,850.3043478,933
D Myers,138,71.13402062,0,0,849.3402062,934
IR James,51,79.6875,0,0,847.875,935
Saleem Elahi,199,64.82084691,0,0,847.2084691,936
T Marumani,214,63.31360947,0,0,847.1360947000001,937
PA Jaques,123,72.35294118,0,0,846.5294118,938
TS Sekhukhune,24,28.23529412,27,0,846.3529412,939
E Claridge,79,76.69902913,0,0,845.9902913,940
AH Maqsood,12,33.33333333,20,1,845.3333333,941
Nahid Rana,4,80.0,2,0,844.0,942
Khurram Manzoor,206,63.77708978,0,0,843.7708978,943
SJ McGlashan,160,68.37606838,0,0,843.7606838,944
M Bhanuka,140,70.35175879,0,0,843.5175879000001,945
Zahid Mahmood,9,75.0,4,0,839.0,946
RD Gaikwad,115,72.32704403,0,0,838.2704403,947
HM Tiffen,33,80.48780488,0,0,837.8780488,948
Waqar Younis,17,68.0,7,0,837.0,949
AL Hodgkinson,121,71.59763314,0,0,836.9763313999999,950
Shan Masood,163,67.3553719,0,0,836.553719,951
SJ Bryce,171,66.53696498,0,0,836.3696497999999,952
KD Shah,112,58.33333333,7,0,835.3333333,953
MDN Hansika,357,47.72727273,0,0,834.2727273,954
R Stokell,247,58.66983373,0,0,833.6983373,955
F Mutizwa,183,64.89361702,0,0,831.9361701999999,956
B Shikongo,17,31.48148148,25,0,831.8148148,957
VR Vanitha,50,78.125,0,0,831.25,958
AA Paradkar,51,60.0,9,0,831.0,959
JL Ontong,97,71.32352941,1,0,830.2352941,960
KA Hope,138,68.65671642,0,0,824.5671642,961
H Graham,4,80.0,1,0,824.0,962
SRH Curtis,156,66.66666667,0,0,822.6666667,963
DO Obuya,302,51.80102916,0,0,820.0102916,964
LP van Troost,112,68.29268293,1,0,814.9268293,965
Tushar Imran,250,52.41090147,2,0,814.1090147,966
T Suri,78,73.58490566,0,0,813.8490566,967
JL Pattinson,41,51.25,13,0,813.5,968
