player_name,Total_Runs,Total_Balls_Faced,Strike_Rate,RUNS_PER_BALL
Shamsur Rahman,266,357,74.51,0.7450980392156863
B Bezuidenhout,266,370,71.89,0.7189189189189189
AJ Hosein,266,375,70.93,0.7093333333333334
AC Botha,265,419,63.25,0.6324582338902148
B Bhandari,265,443,59.82,0.5981941309255079
AR Cusack,264,422,62.56,0.6255924170616114
LA Marsh,264,465,56.77,0.567741935483871
Diana Baig,262,380,68.95,0.6894736842105263
M Musonda,262,405,64.69,0.6469135802469136
Sadaf Shamas,262,496,52.82,0.5282258064516129
Taufeeq Umar,262,504,51.98,0.5198412698412699
R Chopra,260,377,68.97,0.6896551724137931
UDU Chandana,260,393,66.16,0.6615776081424937
IDR Bradshaw,259,423,61.23,0.6122931442080378
A Sharafu,257,385,66.75,0.6675324675324675
GE Plimmer,256,410,62.44,0.624390243902439
R Gunasekera,255,463,55.08,0.550755939524838
P Khadka,252,317,79.5,0.7949526813880127
C Madande,251,353,71.1,0.7110481586402266
BM Scholtz,251,380,66.05,0.6605263157894737
Tushar Imran,250,477,52.41,0.5241090146750524
KO Otieno,250,595,42.02,0.42016806722689076
Amjad Ali,249,387,64.34,0.6434108527131783
JD Campbell,248,218,113.76,1.1376146788990826
R Stokell,247,421,58.67,0.5866983372921615
SM Davies,244,239,102.09,1.0209205020920502
N Chaiwai,244,398,61.31,0.6130653266331658
ML Udawatte,243,367,66.21,0.662125340599455
R Rijke,238,339,70.21,0.7020648967551623
DC Thomas,238,379,62.8,0.6279683377308707
Musa Ahmed,238,379,62.8,0.6279683377308707
HN Ya France,237,293,80.89,0.8088737201365188
DE Budge,237,311,76.21,0.7620578778135049
C Tear,237,354,66.95,0.6694915254237288
D Dhingra,237,362,65.47,0.6546961325966851
GJ Hopkins,236,317,74.45,0.7444794952681388
Abid Ali,234,257,91.05,0.9105058365758755
JP Bray,234,371,63.07,0.6307277628032345
AM Tribe,233,310,75.16,0.7516129032258064
NFI McCallum,233,366,63.66,0.6366120218579235
K Birkenstock,233,438,53.2,0.5319634703196348
JM Kerr,232,219,105.94,1.0593607305936072
T Ruma,232,368,63.04,0.6304347826086957
HMD Rasangika,232,400,58.0,0.58
A Mohammed,232,568,40.85,0.4084507042253521
NY McLean,231,362,63.81,0.638121546961326
STR Binny,230,252,91.27,0.9126984126984127
TM Dowlin,228,362,62.98,0.6298342541436464
CNIM Joyce,228,493,46.25,0.46247464503042596
I Udana,227,236,96.19,0.961864406779661
Jahurul Islam,226,325,69.54,0.6953846153846154
AM Samad,226,382,59.16,0.5916230366492147
Asmavia Iqbal,225,430,52.33,0.5232558139534884
S Mostary,224,391,57.29,0.5728900255754475
F Overdijk,224,471,47.56,0.47558386411889597
T Duffin,224,492,45.53,0.45528455284552843
BR McDermott,223,280,79.64,0.7964285714285714
IS Billcliff,223,389,57.33,0.5732647814910026
P Mustard,219,244,89.75,0.8975409836065574
DR Chumney,219,336,65.18,0.6517857142857143
T Stubbs,218,232,93.97,0.9396551724137931
Saeed Anwar,218,318,68.55,0.6855345911949685
GJ Delany,217,228,95.18,0.9517543859649122
Saad Bin Zafar,217,299,72.58,0.725752508361204
Iram Javed,216,380,56.84,0.5684210526315789
JM Fields,215,333,64.56,0.6456456456456456
T Marumani,214,338,63.31,0.6331360946745562
DJM Short,211,274,77.01,0.7700729927007299
TK Musakanda,210,240,87.5,0.875
NRJ Croes,207,305,67.87,0.6786885245901639
Khurram Manzoor,206,323,63.78,0.6377708978328174
HS Modi,205,457,44.86,0.4485776805251641
WP Masakadza,204,345,59.13,0.591304347826087
Khushdil Shah,200,214,93.46,0.9345794392523364
DEM Carter,200,281,71.17,0.7117437722419929
S Sriharsha,200,295,67.8,0.6779661016949152
Z Crawley,199,208,95.67,0.9567307692307693
Saleem Elahi,199,307,64.82,0.6482084690553745
IA Karim,196,237,82.7,0.8270042194092827
M Levitt,196,247,79.35,0.7935222672064778
MW Short,195,197,98.98,0.9898477157360406
Kuldeep Yadav,195,411,47.45,0.4744525547445255
V Sukumaran,194,314,61.78,0.6178343949044586
Mohammad Nawaz (3),193,221,87.33,0.8733031674208145
PJ Ingram,193,239,80.75,0.8075313807531381
JH Davey,193,312,61.86,0.6185897435897436
AJ Turner,192,165,116.36,1.1636363636363636
GB Brent,192,305,62.95,0.6295081967213115
SA Wijeratne,191,275,69.45,0.6945454545454546
H Karunaratne,190,420,45.24,0.4523809523809524
PP Shaw,189,174,108.62,1.0862068965517242
A Saud,189,401,47.13,0.4713216957605985
RD Rickelton,188,213,88.26,0.8826291079812206
G Kirsten,186,228,81.58,0.8157894736842105
BB Chari,186,412,45.15,0.45145631067961167
CJ Jordan,184,218,84.4,0.8440366972477065
S Rana,184,226,81.42,0.8141592920353983
F Mutizwa,183,282,64.89,0.648936170212766
Sohag Gazi,182,207,87.92,0.8792270531400966
ND McKenzie,182,260,70.0,0.7
RM Haq,181,354,51.13,0.5112994350282486
CMA Shillington,179,199,89.95,0.8994974874371859
Q Joseph,179,255,70.2,0.7019607843137254
DM Richards,179,260,68.85,0.6884615384615385
I Ranaweera,179,468,38.25,0.38247863247863245
SR Thompson,178,198,89.9,0.898989898989899
JA McCollum,178,246,72.36,0.7235772357723578
B Zuiderent,178,368,48.37,0.483695652173913
JAD Lawrenson,177,215,82.33,0.8232558139534883
NR Kumar,177,306,57.84,0.5784313725490197
H Patel,176,198,88.89,0.8888888888888888
IC Gaze,176,295,59.66,0.5966101694915255
S Forbes,175,342,51.17,0.5116959064327485
IH Romaine,175,360,48.61,0.4861111111111111
Raza-ur-Rehman,174,215,80.93,0.8093023255813954
NW Bracken,174,265,65.66,0.6566037735849056
G Voll,173,164,105.49,1.0548780487804879
Mohammad Nawaz,173,219,79.0,0.7899543378995434
Mohammad Boota,173,240,72.08,0.7208333333333333
GM Hamilton,173,305,56.72,0.5672131147540984
SJ Bryce,171,257,66.54,0.6653696498054474
Najiha Alvi,170,271,62.73,0.6273062730627307
Lata Mondal,170,349,48.71,0.4871060171919771
TSS Mackintosh,169,203,83.25,0.8325123152709359
AM Peterson,167,211,79.15,0.7914691943127962
JG Bethell,167,212,78.77,0.7877358490566038
AR Adams,165,154,107.14,1.0714285714285714
Nurul Hasan,165,181,91.16,0.9116022099447514
MJ Lumb,165,206,80.1,0.8009708737864077
ST Doheny,165,275,60.0,0.6
KS Lokuarachchi,164,217,75.58,0.7557603686635944
D Bishoo,164,265,61.89,0.6188679245283019
L Klusener,163,156,104.49,1.044871794871795
Shan Masood,163,242,67.36,0.6735537190082644
KP Meiyappan,163,342,47.66,0.4766081871345029
Y Venugopal Rao,161,257,62.65,0.6264591439688716
FRJ Coleman,160,220,72.73,0.7272727272727273
SJ McGlashan,160,234,68.38,0.6837606837606838
P Siaka,160,235,68.09,0.6808510638297872
Akshay Homraj,159,230,69.13,0.691304347826087
J Kila,159,249,63.86,0.6385542168674698
Shariz Ahmad,159,291,54.64,0.5463917525773195
AGS Gous,157,142,110.56,1.1056338028169015
Imran Tahir,157,233,67.38,0.6738197424892703
CJO Smith,157,240,65.42,0.6541666666666667
T Kaitano,157,264,59.47,0.5946969696969697
Nasum Ahmed,156,178,87.64,0.8764044943820225
CMW Read,156,221,70.59,0.7058823529411765
SRH Curtis,156,234,66.67,0.6666666666666666
A Kolan,155,297,52.19,0.5218855218855218
C Zhuwao,154,137,112.41,1.1240875912408759
MB Kruger,154,217,70.97,0.7096774193548387
A Rawat,153,188,81.38,0.8138297872340425
SP Patil,153,295,51.86,0.5186440677966102
K Fraser,152,199,76.38,0.7638190954773869
MDK Perera,152,207,73.43,0.7342995169082126
AJ Redmond,152,266,57.14,0.5714285714285714
D Ganga,152,302,50.33,0.5033112582781457
AA Mulla,150,160,93.75,0.9375
PJ Ongondo,150,250,60.0,0.6
JF Kloppenburg,149,240,62.08,0.6208333333333333
BN Cooper,148,175,84.57,0.8457142857142858
BOP Fernando,148,238,62.18,0.6218487394957983
LM Kasperek,148,276,53.62,0.5362318840579711
Khalid Latif,147,233,63.09,0.630901287553648
Shorna Akter,147,245,60.0,0.6
Nazimuddin,147,246,59.76,0.5975609756097561
BYA Mendis,147,252,58.33,0.5833333333333334
JA Burns,146,189,77.25,0.7724867724867724
ID Blackwell,146,213,68.54,0.6854460093896714
K Zondo,146,235,62.13,0.6212765957446809
NC Dodd,145,299,48.49,0.48494983277591974
D Devnarain,145,302,48.01,0.48013245033112584
IJR Zwilling,145,351,41.31,0.4131054131054131
CO Browne,144,171,84.21,0.8421052631578947
S Jafta,144,278,51.8,0.5179856115107914
Zahoor Khan,143,259,55.21,0.5521235521235521
MB Loye,142,190,74.74,0.7473684210526316
HJW Gardiner,142,220,64.55,0.6454545454545455
RD Jacobs,142,225,63.11,0.6311111111111111
VV Morea,142,228,62.28,0.6228070175438597
KJJ van Noortwijk,141,143,98.6,0.986013986013986
KNA Bandara,141,217,64.98,0.6497695852534562
SF Daley,141,240,58.75,0.5875
TS Hasabnis,140,184,76.09,0.7608695652173914
M Bhanuka,140,199,70.35,0.7035175879396985
CT Dhururu,140,325,43.08,0.4307692307692308
ARI Umeed,138,139,99.28,0.9928057553956835
D Myers,138,194,71.13,0.711340206185567
KA Hope,138,201,68.66,0.6865671641791045
T Bhatia,138,205,67.32,0.6731707317073171
N Vare,138,323,42.72,0.42724458204334365
D Gough,137,198,69.19,0.6919191919191919
Marina Iqbal,137,312,43.91,0.4391025641025641
NJ Carey,136,145,93.79,0.9379310344827586
CR Pagydyala,136,170,80.0,0.8
HK Badani,135,175,77.14,0.7714285714285715
S Verma,135,217,62.21,0.6221198156682027
P Molkenboer,135,279,48.39,0.4838709677419355
RP Singh,135,304,44.41,0.4440789473684211
T Banton,134,145,92.41,0.9241379310344827
AM Hardie,134,159,84.28,0.8427672955974843
PA Browne,134,183,73.22,0.73224043715847
Faisal Iqbal,134,260,51.54,0.5153846153846153
JL Smith,133,147,90.48,0.9047619047619048
CR Seneviratna,133,277,48.01,0.48014440433212996
TJ Friend,132,175,75.43,0.7542857142857143
D Keulder,132,221,59.73,0.5972850678733032
TS Kamunhukamwe,131,169,77.51,0.7751479289940828
KH Pandya,130,131,99.24,0.9923664122137404
D Bau,130,222,58.56,0.5855855855855856
DF Watts,130,240,54.17,0.5416666666666666
HDPK Dharmasena,129,155,83.23,0.832258064516129
D Ravu,128,193,66.32,0.6632124352331606
Nafees Iqbal,128,270,47.41,0.4740740740740741
B Sai Sudharsan,127,144,88.19,0.8819444444444444
N Hussain,127,198,64.14,0.6414141414141414
ZE Surkari,127,299,42.47,0.42474916387959866
Azhar Mahmood,126,164,76.83,0.7682926829268293
Mudassar Bukhari,126,182,69.23,0.6923076923076923
CE Coulter Reilly,126,208,60.58,0.6057692307692307
SACA King,126,233,54.08,0.5407725321888412
SM Kavanagh,126,239,52.72,0.5271966527196653
AR Odedara,126,287,43.9,0.43902439024390244
KDU Prabodhani,126,353,35.69,0.35694050991501414
H Carlyon,125,149,83.89,0.8389261744966443
P Marange,125,153,81.7,0.8169934640522876
ML Nkala,125,178,70.22,0.702247191011236
FL Mackay,125,196,63.78,0.6377551020408163
RS Kaluwitharana,124,180,68.89,0.6888888888888889
Dhiman Ghosh,124,205,60.49,0.6048780487804878
PA Jaques,123,170,72.35,0.7235294117647059
Usman Limbada,123,193,63.73,0.6373056994818653
B Tau,123,235,52.34,0.5234042553191489
PA Chatterji,123,239,51.46,0.5146443514644351
CT Mutombodzi,122,149,81.88,0.8187919463087249
JP Maher,122,187,65.24,0.6524064171122995
Mahedi Hasan,122,195,62.56,0.6256410256410256
Ayasha Rahman,122,209,58.37,0.583732057416268
T Maruma,122,225,54.22,0.5422222222222223
B Evans,121,154,78.57,0.7857142857142857
AL Hodgkinson,121,169,71.6,0.7159763313609467
U Bhatti,120,131,91.6,0.916030534351145
K Weeraratne,120,139,86.33,0.8633093525179856
N Koncharoenkai,120,153,78.43,0.7843137254901961
JW Jenner,119,176,67.61,0.6761363636363636
J Edness,119,218,54.59,0.5458715596330275
R Malhotra,118,185,63.78,0.6378378378378379
S Jimmy,118,198,59.6,0.5959595959595959
J Anderson,118,205,57.56,0.5756097560975609
BJ Patel,118,253,46.64,0.466403162055336
Khalid Kail,117,158,74.05,0.740506329113924
MC Henriques,117,192,60.94,0.609375
SL Quintyne,117,204,57.35,0.5735294117647058
CMG Atkins,117,211,55.45,0.5545023696682464
RD Gaikwad,115,159,72.33,0.7232704402515723
EN Lynch,115,229,50.22,0.5021834061135371
Kainat Imtiaz,115,264,43.56,0.4356060606060606
S Meghana,114,111,102.7,1.027027027027027
MA Carberry,114,181,62.98,0.6298342541436464
B Muzarabani,114,211,54.03,0.5402843601895735
Jaker Ali,113,107,105.61,1.0560747663551402
L Jack,113,109,103.67,1.036697247706422
TBM de Leede,113,210,53.81,0.5380952380952381
LP van Troost,112,164,68.29,0.6829268292682927
DP Hyatt,112,189,59.26,0.5925925925925926
KD Shah,112,192,58.33,0.5833333333333334
JDF Vandersay,112,241,46.47,0.46473029045643155
C Carter,111,176,63.07,0.6306818181818182
AN Kervezee,110,204,53.92,0.5392156862745098
SV Carlisle,110,249,44.18,0.44176706827309237
D Hazell,109,140,77.86,0.7785714285714286
TS Chisoro,109,155,70.32,0.7032258064516129
R Murray,108,180,60.0,0.6
A Maregwede,108,182,59.34,0.5934065934065934
A Khaka,108,233,46.35,0.463519313304721
KNM Fernando,107,99,108.08,1.0808080808080809
MM English,107,124,86.29,0.8629032258064516
BA Parchment,107,198,54.04,0.5404040404040404
SR Hain,106,100,106.0,1.06
A Minny,106,130,81.54,0.8153846153846154
SL Kalis,106,240,44.17,0.44166666666666665
HDJ Siegers,105,124,84.68,0.8467741935483871
RML Taylor,105,128,82.03,0.8203125
RK Kleinveldt,105,129,81.4,0.813953488372093
AA Jangoo,104,85,122.35,1.223529411764706
L Balaji,104,132,78.79,0.7878787878787878
DA Minors,104,176,59.09,0.5909090909090909
D Elgar,104,181,57.46,0.574585635359116
KV Jain,104,219,47.49,0.4748858447488584
PS Athavale,103,176,58.52,0.5852272727272727
C de Lange,103,226,45.58,0.4557522123893805
M Klaas,103,265,38.87,0.3886792452830189
M Kartik,102,137,74.45,0.7445255474452555
AM Bacher,102,181,56.35,0.56353591160221
Yasir Ali Chowdhury,101,106,95.28,0.9528301886792453
WK McCallan,101,176,57.39,0.5738636363636364
Shahzaib Hasan,100,118,84.75,0.847457627118644
SM Benade,100,128,78.12,0.78125
R Kanoh,100,149,67.11,0.6711409395973155
CJ Bowes,99,121,81.82,0.8181818181818182
Hamza Tariq,99,144,68.75,0.6875
BMSM Kumari,99,243,40.74,0.4074074074074074
I Maraj,98,273,35.9,0.358974358974359
JL Ontong,97,136,71.32,0.7132352941176471
AL Kandappah,97,159,61.01,0.610062893081761
RA Jones,96,187,51.34,0.5133689839572193
Tanzim Hasan Sakib,95,122,77.87,0.7786885245901639
GEF Barnett,95,185,51.35,0.5135135135135135
RJ Trott,95,194,48.97,0.4896907216494845
RS Gavaskar,93,164,56.71,0.5670731707317073
Sanjida Islam,93,226,41.15,0.41150442477876104
T Munyonga,92,137,67.15,0.6715328467153284
Shoriful Islam,91,106,85.85,0.8584905660377359
JV Harris,91,207,43.96,0.4396135265700483
GB Murgatroyd,90,148,60.81,0.6081081081081081
A Nehra,90,174,51.72,0.5172413793103449
SK Atai,90,184,48.91,0.4891304347826087
Bilawal Bhatti,89,77,115.58,1.155844155844156
PBB Rajapaksa,89,87,102.3,1.0229885057471264
SSD Arachchige,89,134,66.42,0.664179104477612
TC Bastiampillai,89,163,54.6,0.5460122699386503
S Tippoch,89,226,39.38,0.3938053097345133
Z James,89,242,36.78,0.3677685950413223
Nashra Sandhu,89,323,27.55,0.2755417956656347
N Davin,88,105,83.81,0.8380952380952381
SE Findlay,88,140,62.86,0.6285714285714286
J Fraser-McGurk,87,59,147.46,1.4745762711864407
T Mupariwa,87,208,41.83,0.4182692307692308
P Mujaji,86,166,51.81,0.5180722891566265
FL Reifer,86,190,45.26,0.45263157894736844
NE Bonner,85,140,60.71,0.6071428571428571
J Sumerauer,84,74,113.51,1.135135135135135
SI Mahmood,84,99,84.85,0.8484848484848485
JJ Atkinson,84,152,55.26,0.5526315789473685
CJ Nevin,83,151,54.97,0.5496688741721855
GT Main,82,89,92.13,0.9213483146067416
C Hemraj,82,101,81.19,0.8118811881188119
GC Bhogle,82,166,49.4,0.4939759036144578
S Nitschke,81,84,96.43,0.9642857142857143
Mohammad Wasim,80,87,91.95,0.9195402298850575
A Lister,80,112,71.43,0.7142857142857143
M McColl,80,116,68.97,0.6896551724137931
GR Codrington,80,123,65.04,0.6504065040650406
Rabiya Shah,80,127,62.99,0.6299212598425197
M Terblanche,80,137,58.39,0.583941605839416
M Spoors,80,146,54.79,0.547945205479452
D Langford-Smith,79,84,94.05,0.9404761904761905
E Claridge,79,103,76.7,0.7669902912621359
AI Chudasama,79,106,74.53,0.7452830188679245
UT Yadav,79,136,58.09,0.5808823529411765
JP Greaves,79,137,57.66,0.5766423357664233
E Schiferli,79,140,56.43,0.5642857142857143
S Badrinath,79,173,45.66,0.45664739884393063
MJ Cosgrove,78,81,96.3,0.9629629629629629
HJ Armitage,78,95,82.11,0.8210526315789474
T Suri,78,106,73.58,0.7358490566037735
Sami Aslam,78,123,63.41,0.6341463414634146
SP Khakurel,78,166,46.99,0.46987951807228917
WB Rankin,78,183,42.62,0.4262295081967213
SC Taylor,77,73,105.48,1.0547945205479452
SP Krishnamurthi,77,99,77.78,0.7777777777777778
Ravinderpal Singh,77,107,71.96,0.719626168224299
GM Ewing,77,115,66.96,0.6695652173913044
SC Joseph,77,153,50.33,0.5032679738562091
S Gajnabi,77,185,41.62,0.41621621621621624
Syed Rasel,76,168,45.24,0.4523809523809524
KW Richardson,75,70,107.14,1.0714285714285714
Utkarsh Srivastava,75,75,100.0,1.0
KDK Vithanage,75,92,81.52,0.8152173913043478
CA Lynn,75,92,81.52,0.8152173913043478
MNK Fernando,75,107,70.09,0.7009345794392523
SW Poynter,74,102,72.55,0.7254901960784313
N Gwanzura,74,108,68.52,0.6851851851851852
MM Patel,74,114,64.91,0.6491228070175439
DS Bajwa,74,123,60.16,0.6016260162601627
U Raymond-Hoey,74,124,59.68,0.5967741935483871
DS Weerakkody,73,67,108.96,1.0895522388059702
Kaleem Sana,73,97,75.26,0.7525773195876289
Waheed Ahmed,73,131,55.73,0.5572519083969466
C Sutthiruang,73,133,54.89,0.5488721804511278
SS McKechnie,73,142,51.41,0.5140845070422535
TP Visee,72,66,109.09,1.0909090909090908
TL Best,72,114,63.16,0.631578947368421
DR Brown,72,115,62.61,0.6260869565217392
SD Outerbridge,72,147,48.98,0.4897959183673469
J Smits,72,195,36.92,0.36923076923076925
Wasim Akram,71,72,98.61,0.9861111111111112
BJ Bennett,71,75,94.67,0.9466666666666667
TK Patel,71,149,47.65,0.47651006711409394
V Araa,71,179,39.66,0.39664804469273746
Mohammad Aadil Alam,70,82,85.37,0.8536585365853658
Shuvagata Hom,70,88,79.55,0.7954545454545454
Haris Rauf,70,93,75.27,0.7526881720430108
Natalia Pervaiz,70,106,66.04,0.660377358490566
N Dutta,70,122,57.38,0.5737704918032787
K Frank,70,130,53.85,0.5384615384615384
TN de Grooth,70,150,46.67,0.4666666666666667
DR Mousley,69,88,78.41,0.7840909090909091
B Ward,69,106,65.09,0.6509433962264151
Shakeel Ahmed,69,132,52.27,0.5227272727272727
Tilak Varma,68,125,54.4,0.544
Sana Javed,68,136,50.0,0.5
AS van Beuge,68,196,34.69,0.3469387755102041
RC Irani,67,125,53.6,0.536
GM Strydom,67,133,50.38,0.5037593984962406
SR Waters,67,147,45.58,0.4557823129251701
Sharmin Sultana,67,198,33.84,0.3383838383838384
Mehran Khan,66,70,94.29,0.9428571428571428
JR Philippe,65,91,71.43,0.7142857142857143
CD de Lange,65,94,69.15,0.6914893617021277
AD Poynter,65,134,48.51,0.48507462686567165
S Molineux,64,77,83.12,0.8311688311688312
Yasir Arafat,64,103,62.14,0.6213592233009708
Batool Fatima,64,105,60.95,0.6095238095238096
AR Caddick,64,118,54.24,0.5423728813559322
N Boochatham,64,153,41.83,0.41830065359477125
PD McGlashan,63,53,118.87,1.1886792452830188
AAP Atkinson,63,55,114.55,1.1454545454545455
L Tshuma,63,163,38.65,0.38650306748466257
Adnan Akmal,62,92,67.39,0.6739130434782609
J Gray,62,113,54.87,0.5486725663716814
CS Fraser,62,134,46.27,0.4626865671641791
BT Foakes,61,78,78.21,0.782051282051282
K Klein,61,88,69.32,0.6931818181818182
S Laomi,61,111,54.95,0.5495495495495496
G Sultana,61,165,36.97,0.3696969696969697
Shahid Wasif,60,138,43.48,0.43478260869565216
TG Norris,59,58,101.72,1.0172413793103448
PJ Scholfield,59,61,96.72,0.9672131147540983
BAM Heath,59,61,96.72,0.9672131147540983
MJ Hay,59,72,81.94,0.8194444444444444
MR Swart,59,78,75.64,0.7564102564102564
Abdul Jabbar,59,86,68.6,0.686046511627907
Shaila Sharmin,59,98,60.2,0.6020408163265306
HJ Thomas,59,122,48.36,0.48360655737704916
D Parashar,58,89,65.17,0.651685393258427
Mohammad Naim,58,99,58.59,0.5858585858585859
Hammad Mirza,58,106,54.72,0.5471698113207547
M van Schoor,58,111,52.25,0.5225225225225225
LL Tsotsobe,58,113,51.33,0.5132743362831859
TMK Mawoyo,58,166,34.94,0.3493975903614458
Tayyab Tahir,57,46,123.91,1.2391304347826086
AJ Tye,57,48,118.75,1.1875
L Sreekumar,57,69,82.61,0.8260869565217391
Akram Khan,57,102,55.88,0.5588235294117647
S Jora,56,68,82.35,0.8235294117647058
Zubayr Hamza,56,82,68.29,0.6829268292682927
RK Singh,55,43,127.91,1.2790697674418605
FY Fazal,55,65,84.62,0.8461538461538461
J Figy John,55,75,73.33,0.7333333333333333
AB Kaur,55,109,50.46,0.5045871559633027
DES Maxwell,54,45,120.0,1.2
Kabir Ali,54,58,93.1,0.9310344827586207
A Nao,54,71,76.06,0.7605633802816901
A Mazvishaya,54,121,44.63,0.4462809917355372
Mohammad Hasnain,53,34,155.88,1.5588235294117647
BCJ Cutting,53,67,79.1,0.7910447761194029
CAK Walton,53,88,60.23,0.6022727272727273
P Maya,53,105,50.48,0.5047619047619047
AR Berenger,53,115,46.09,0.4608695652173913
K Thomson,52,69,75.36,0.7536231884057971
AK Perera,52,83,62.65,0.6265060240963856
KE Ebrahim,52,95,54.74,0.5473684210526316
Waqas Khan,52,106,49.06,0.49056603773584906
IR James,51,64,79.69,0.796875
AA Paradkar,51,85,60.0,0.6
RN Bhatia,51,114,44.74,0.4473684210526316
CA Pujara,51,136,37.5,0.375
WA Agar,50,43,116.28,1.1627906976744187
RTM Mendis,50,50,100.0,1.0
VR Vanitha,50,64,78.12,0.78125
MJ Bulow,50,74,67.57,0.6756756756756757
EL Watson,50,125,40.0,0.4
SS Tiwary,49,57,85.96,0.8596491228070176
LHD Dilhara,49,60,81.67,0.8166666666666667
KO Meth,49,93,52.69,0.5268817204301075
TB Robinson,48,49,97.96,0.9795918367346939
Zulqarnain Haider,48,70,68.57,0.6857142857142857
Irfan Khan,48,74,64.86,0.6486486486486487
Tasqeen Qadeer,48,144,33.33,0.3333333333333333
G Kodali,46,76,60.53,0.6052631578947368
Steven Ryan Taylor,46,81,56.79,0.5679012345679012
KK Nair,46,89,51.69,0.5168539325842697
OV Anderson,46,97,47.42,0.4742268041237113
SZ Thakor,46,102,45.1,0.45098039215686275
PP Ojha,46,114,40.35,0.40350877192982454
AE Smith,45,30,150.0,1.5
TH David,45,56,80.36,0.8035714285714286
M Karg,45,66,68.18,0.6818181818181818
TV Mufambisi,45,71,63.38,0.6338028169014085
M De Ridder,45,74,60.81,0.6081081081081081
IM Vaghela,45,91,49.45,0.4945054945054945
Tabarak Dar,45,95,47.37,0.47368421052631576
M Dillon,44,52,84.62,0.8461538461538461
Al Sahariar,44,102,43.14,0.43137254901960786
S Sreesanth,44,125,35.2,0.352
NA de Groot,44,130,33.85,0.3384615384615385
RP Lefebvre,43,68,63.24,0.6323529411764706
SJ Swanepoel,43,99,43.43,0.43434343434343436
Haider Ali,42,33,127.27,1.2727272727272727
CD Cumming,42,101,41.58,0.4158415841584158
WP Saha,41,59,69.49,0.6949152542372882
NE Farrant,41,64,64.06,0.640625
KY Ottley,41,76,53.95,0.5394736842105263
JL Pattinson,41,80,51.25,0.5125
Fayyaz Ahmed,41,98,41.84,0.41836734693877553
I Toua,41,100,41.0,0.41
TD Smartt,40,65,61.54,0.6153846153846154
N Mlaba,40,68,58.82,0.5882352941176471
M Shumba,40,83,48.19,0.4819277108433735
NB Mahwire,40,108,37.04,0.37037037037037035
SJ Tsukigawa,39,70,55.71,0.5571428571428572
Usama Mir,38,30,126.67,1.2666666666666666
TB Sole,38,37,102.7,1.027027027027027
N M'shangwe,38,44,86.36,0.8636363636363636
T Granger,38,58,65.52,0.6551724137931034
PP Chawla,38,60,63.33,0.6333333333333333
CS Terblanche,38,65,58.46,0.5846153846153846
CKB Kulasekara,38,73,52.05,0.5205479452054794
TMM Newton,38,79,48.1,0.4810126582278481
R Klein,38,81,46.91,0.4691358024691358
N Shangase,38,98,38.78,0.3877551020408163
Qaiser Ali,38,98,38.78,0.3877551020408163
Arshdeep Singh,37,34,108.82,1.088235294117647
TS Roland-Jones,37,38,97.37,0.9736842105263158
DM Kimmince,37,52,71.15,0.7115384615384616
Hasan Mahmud,37,77,48.05,0.4805194805194805
LN Rajbanshi,37,156,23.72,0.23717948717948717
DNT Zoysa,36,55,65.45,0.6545454545454545
Aaditya Varadarajan,36,66,54.55,0.5454545454545454
JO Troughton,36,77,46.75,0.4675324675324675
RWT Key,36,105,34.29,0.34285714285714286
Zulfiqar Babar,35,40,87.5,0.875
O Kamchomphu,35,61,57.38,0.5737704918032787
NA Greenwood,35,69,50.72,0.5072463768115942
JNT Vare,35,71,49.3,0.49295774647887325
C McAuslan,35,74,47.3,0.47297297297297297
J van Vliet,35,84,41.67,0.4166666666666667
Abdul Shakoor,34,66,51.52,0.5151515151515151
LDVV Silva,34,76,44.74,0.4473684210526316
RP Alexander,34,81,41.98,0.41975308641975306
TL Seifert,33,28,117.86,1.1785714285714286
Ayesha Naseem,33,40,82.5,0.825
HM Tiffen,33,41,80.49,0.8048780487804879
A Aitken-Drummond,33,48,68.75,0.6875
Mohammad Iqbal,33,56,58.93,0.5892857142857143
PRP Boissevain,33,57,57.89,0.5789473684210527
PARP Perera,33,61,54.1,0.5409836065573771
A Codrington,33,79,41.77,0.4177215189873418
JAH Marshall,33,84,39.29,0.39285714285714285
J Overton,32,22,145.45,1.4545454545454546
DO Leicher,32,31,103.23,1.032258064516129
MK Villiers,32,32,100.0,1.0
D Cleaver,32,37,86.49,0.8648648648648649
GA Rogers,32,50,64.0,0.64
MHW Papps,32,63,50.79,0.5079365079365079
Qanita Jalil,32,64,50.0,0.5
AA Deshpande,32,69,46.38,0.463768115942029
O Bell,32,77,41.56,0.4155844155844156
C Jonker,31,34,91.18,0.9117647058823529
CW Perchard,31,35,88.57,0.8857142857142857
JB Nero,31,56,55.36,0.5535714285714286
D Daesrath,31,59,52.54,0.5254237288135594
EC Rainsford,31,103,30.1,0.30097087378640774
T Putthawong,31,125,24.8,0.248
PJC Hoffmann,30,23,130.43,1.3043478260869565
Mohammad Haris,30,36,83.33,0.8333333333333334
Saqlain Haider,30,40,75.0,0.75
RM Jariwala,30,53,56.6,0.5660377358490566
AR Pitcher,30,55,54.55,0.5454545454545454
SM Warnapura,30,64,46.88,0.46875
B Leephatthana,30,66,45.45,0.45454545454545453
M Mangru,30,70,42.86,0.42857142857142855
MF Kendal,30,87,34.48,0.3448275862068966
R Boyce,30,100,30.0,0.3
A Neill,29,43,67.44,0.6744186046511628
