player_name,Overall_Strike_Rate
VB van Jaarsveld,56.25
K Doriga,56.09492988
XM Marshall,55.98227474
HASD Siriwardene,55.97691674
GP Tom,55.88235294
Akram Khan,55.88235294
Waheed Ahmed,55.72519084
SJ Tsukigawa,55.71428571
M Mupachikwa,55.7037037
JB Reva,55.55555556
RT Crandon,55.55555556
Ansh Tandon,55.55555556
CMG Atkins,55.45023697
Habibul Bashar,55.41591861
CA Soper,55.38592027
JB Nero,55.35714286
S Thuraisingam,55.31914894
JJ Atkinson,55.26315789
AB Dinda,55.26315789
Zahoor Khan,55.21235521
R Gunasekera,55.07559395
Mohammad Salman,55.0
Murshida Khatun,55.0
CJ Nevin,54.96688742
S Laomi,54.95495495
C Sutthiruang,54.88721805
J Gray,54.86725664
M Spoors,54.79452055
H Hiri,54.78589421
KE Ebrahim,54.73684211
MA Ouma,54.73684211
Hammad Mirza,54.71698113
Shariz Ahmad,54.63917526
TC Bastiampillai,54.60122699
J Edness,54.58715596
Nain Abidi,54.55497382
I Wardlaw,54.54545455
Aaditya Varadarajan,54.54545455
AR Pitcher,54.54545455
W Sutherland,54.54545455
DA Gunawardene,54.48392555
CN Nation,54.45609436
PM Weerakkody,54.43686007
Tilak Varma,54.4
HDRS Silva,54.34782609
PS Punia,54.27435388
AR Caddick,54.23728814
T Maruma,54.22222222
DF Watts,54.16666667
OEG Baartman,54.16666667
PARP Perera,54.09836066
SACA King,54.07725322
BA Parchment,54.04040404
G Toka,54.03225806
B Muzarabani,54.02843602
MR Aguilleira,54.01337793
KY Ottley,53.94736842
AN Kervezee,53.92156863
DG Blampied,53.84615385
K Frank,53.84615385
SA Fritz,53.84615385
TBM de Leede,53.80952381
LM Kasperek,53.62318841
RC Irani,53.6
J Blackwood,53.48837209
Ayesha Zafar,53.27225131
K Birkenstock,53.19634703
Khaled Mashud,53.1167691
Khurram Nawaz,53.06122449
MADD Surangika,53.05785124
DD Ebrahim,52.85714286
SP de Alwis,52.83018868
Sadaf Shamas,52.82258065
SM Kavanagh,52.71966527
KO Meth,52.68817204
SW Currie,52.63157895
D Daesrath,52.54237288
Tushar Imran,52.41090147
B Tau,52.34042553
Asmavia Iqbal,52.3255814
Shakeel Ahmed,52.27272727
M van Schoor,52.25225225
A Kolan,52.18855219
Hannan Sarkar,52.141527
CKB Kulasekara,52.05479452
Taufeeq Umar,51.98412698
SP Patil,51.86440678
P Mujaji,51.80722892
DO Obuya,51.80102916
S Jafta,51.79856115
Kycia A Knight,51.77777778
EMDY Munaweera,51.72413793
A Nehra,51.72413793
KK Nair,51.68539326
Ankur Sharma,51.61290323
Faisal Iqbal,51.53846154
Abdul Shakoor,51.51515152
J Sharma,51.51515152
PA Chatterji,51.46443515
SS McKechnie,51.4084507
GEF Barnett,51.35135135
RA Jones,51.3368984
LL Tsotsobe,51.32743363
JL Pattinson,51.25
S Forbes,51.16959064
RM Haq,51.1299435
M van Jaarsveld,50.87719298
MHW Papps,50.79365079
NA Greenwood,50.72463768
Rumana Ahmed,50.65885798
KAJ Roach,50.49180328
P Maya,50.47619048
AB Kaur,50.4587156
GM Strydom,50.37593985
D Ganga,50.33112583
SC Joseph,50.32679739
EN Lynch,50.21834061
N Rana,50.0
Talha Jubair,50.0
T Gwandu,50.0
LJ Hamilton,50.0
Jubair Hossain,50.0
G Onions,50.0
NA Moodley,50.0
KR Sen,50.0
RD Chahar,50.0
DOD Rikhi,50.0
A le Breton,50.0
RJ Rolls,50.0
SJ Elliott,50.0
JW Wilson,50.0
Sana Javed,50.0
Qanita Jalil,50.0
Sadia Iqbal,50.0
RO Hussain,50.0
JI de Villiers,50.0
S Ismail,49.54627949
IM Vaghela,49.45054945
Fargana Hoque,49.39945757
GC Bhogle,49.39759036
JNT Vare,49.29577465
M Faisal,49.05660377
Waqas Khan,49.05660377
SD Outerbridge,48.97959184
RJ Trott,48.96907216
SJ Massiah,48.93617021
SK Atai,48.91304348
Nigar Sultana,48.81516588
Sidra Nawaz,48.7987988
Lata Mondal,48.71060172
IH Romaine,48.61111111
AD Poynter,48.50746269
NC Dodd,48.49498328
Javed Omar,48.39710445
P Molkenboer,48.38709677
B Zuiderent,48.36956522
HJ Thomas,48.36065574
M Shumba,48.19277108
Faisal Hossain,48.14814815
TMM Newton,48.10126582
Hasan Mahmud,48.05194805
CR Seneviratna,48.01444043
D Devnarain,48.01324503
Kyshona A Knight,47.9903537
Saad Ali,47.82608696
MDN Hansika,47.72727273
KP Meiyappan,47.66081871
TK Patel,47.65100671
F Overdijk,47.55838641
DI Joyce,47.54098361
KV Jain,47.48858447
J Jarvis,47.45762712
Kuldeep Yadav,47.44525547
OV Anderson,47.42268041
Nafees Iqbal,47.40740741
Tabarak Dar,47.36842105
C McAuslan,47.2972973
A Saud,47.13216958
KK Ahmed,47.05882353
SP Khakurel,46.98795181
R Klein,46.91358025
SM Warnapura,46.875
JO Troughton,46.75324675
TN de Grooth,46.66666667
Shawaal Zulfiqar,46.66666667
BJ Patel,46.64031621
JDF Vandersay,46.47302905
Usman Salahuddin,46.42857143
AA Deshpande,46.37681159
A Khaka,46.35193133
Waqas Barkat,46.2962963
CS Fraser,46.26865672
CNIM Joyce,46.2474645
RS Williams,46.22093023
M Commins,46.15384615
SR Thadani,46.15384615
TCB Fernando,46.15384615
AR Berenger,46.08695652
S Badrinath,45.66473988
Wasim Ali,45.61403509
SR Waters,45.57823129
C de Lange,45.57522124
T Duffin,45.52845528
B Leephatthana,45.45454545
Aijaz Ali,45.45454545
MV Waldron,45.38341158
FL Reifer,45.26315789
Syed Rasel,45.23809524
H Karunaratne,45.23809524
BB Chari,45.14563107
SZ Thakor,45.09803922
HS Modi,44.85776805
LDVV Silva,44.73684211
RN Bhatia,44.73684211
T Kamungozi,44.64285714
A Mazvishaya,44.62809917
S Immadi,44.44444444
SJ Andrews,44.44444444
CA Reid,44.44444444
RP Singh,44.40789474
Nestor Dhamba,44.23076923
S Jyoti,44.18604651
SV Carlisle,44.17670683
SL Kalis,44.16666667
SL Stewart,44.06779661
JV Harris,43.96135266
Marina Iqbal,43.91025641
AR Odedara,43.90243902
J Patraj,43.75
JJ Celestine,43.75
Saqlain Mushtaq,43.58974359
Kainat Imtiaz,43.56060606
Shahid Wasif,43.47826087
W Jaffer,43.47826087
SJ Swanepoel,43.43434343
Al Sahariar,43.1372549
CT Dhururu,43.07692308
M Mangru,42.85714286
J Yadav,42.85714286
HR Johnson,42.85714286
I Dulani,42.85714286
TJG Pringle,42.85714286
Ethan D'Souza,42.85714286
N Vare,42.7244582
WB Rankin,42.62295082
ZE Surkari,42.47491639
O Davidson,42.42424242
S Bhari,42.30769231
SB Bangar,42.10526316
RO Hinds,42.10526316
JH Desai,42.10526316
Dilara Akter,42.10526316
KO Otieno,42.01680672
RP Alexander,41.97530864
K Whatham,41.86046512
Fayyaz Ahmed,41.83673469
N Boochatham,41.83006536
T Mupariwa,41.82692308
A Codrington,41.7721519
RK Whelan,41.66666667
J van Vliet,41.66666667
S Gajnabi,41.62162162
CD Cumming,41.58415842
O Bell,41.55844156
S Daniel,41.37931034
IJR Zwilling,41.31054131
V Shetty,41.17647059
Naved Latif,41.17647059
J Glasgow,41.17647059
Sanjida Islam,41.15044248
I Toua,41.0
BJ Currie,40.90909091
Sultan Ahmed,40.90909091
A Mohammed,40.84507042
BMSM Kumari,40.74074074
D Joseph,40.625
RD McCann,40.35087719
PP Ojha,40.35087719
J Logtenberg,40.0
NJ Coffey,40.0
J Da Silva,40.0
EL Watson,40.0
JA Turner,40.0
N Niranjana,40.0
HAPW Jayawardene,40.0
V Araa,39.66480447
RM van Oosterom,39.47368421
AA Shafique,39.39393939
S Tippoch,39.38053097
E Mbofana,39.28571429
JAH Marshall,39.28571429
CJ Metcalfe,38.88888889
M Klaas,38.86792453
N Shangase,38.7755102
Qaiser Ali,38.7755102
L Tshuma,38.65030675
JM Cox,38.59649123
MJ Fourie,38.46153846
N Fernandes,38.46153846
I Ranaweera,38.24786325
MG Neser,37.93103448
CH van Koolwijk,37.87878788
L Rajadurai,37.73584906
RW Sims,37.5
DI Allan,37.5
F Kasteni,37.5
CA Pujara,37.5
Nuzhat Tasnia,37.20930233
I van der Woning,37.14285714
MC Patel,37.14285714
PRCS Kumarihami,37.04188482
NB Mahwire,37.03703704
G Sultana,36.96969697
J Smits,36.92307692
E Otieno,36.84210526
Ehsanul Haque,36.84210526
Z James,36.7768595
AM McCarthy,36.58536585
SD Heazlett,36.36363636
N Ifill,36.36363636
LJ Poulton,36.23188406
OO Bascome,36.17021277
H Shah,36.0
I Maraj,35.8974359
KDU Prabodhani,35.69405099
JE Dunford,35.29411765
S Sreesanth,35.2
TMK Mawoyo,34.93975904
AS van Beuge,34.69387755
Lovepreet Singh,34.61538462
A Martin,34.48275862
MF Kendal,34.48275862
Mosharraf Hossain,34.375
HRA Rainey,34.28571429
RWT Key,34.28571429
MMA Jonkman,34.21052632
NA de Groot,33.84615385
Sharmin Sultana,33.83838384
OL Pitcher,33.73493976
Tasqeen Qadeer,33.33333333
W O'Rourke,33.33333333
SG Whittingham,33.33333333
Sania Khan,33.33333333
G Fontenla,33.33333333
U Thimashini,33.33333333
Tharika Sewwandi,33.33333333
F Walters,33.33333333
GH O'Brien,33.33333333
AH Maqsood,33.33333333
Zeeshan Siddiqi,33.33333333
LE Milliken,33.33333333
JN Rhodes,33.33333333
PM Liyanagamage,33.33333333
KC Hodsoll,33.33333333
Alawi Shukri,33.33333333
SI Kamea,32.72727273
TJ Heggelman,32.3943662
D Murphy,32.14285714
H Davids,32.0
AF Sattaur,31.74603175
MJ North,31.57894737
B Shikongo,31.48148148
JN Hamilton,31.25
T Muzarabani,31.25
MD du Preez,31.11111111
FR Davies,30.95238095
PY Lavine,30.76923077
RW Staple,30.76923077
A Munisar,30.76923077
Hasibul Hossain,30.43478261
EC Rainsford,30.09708738
R Boyce,30.0
Skhawat Ali,30.0
D Soraine,30.0
PT Collins,30.0
B Siddharth,30.0
S Dhamala,30.0
Tanbir Hayder,29.41176471
TR Ambrose,29.41176471
LR Johnson,29.23076923
J Post,28.84615385
Z Mali,28.57142857
NS Poonia,28.57142857
BB Seebaran,28.57142857
SK Dolawatte,28.57142857
H Durham,28.57142857
MQ Sheikh,28.57142857
MS Panesar,28.26086957
TS Sekhukhune,28.23529412
O Thomas,28.20512821
ADR Campbell,28.0
NA Rock,28.0
MM Iqbal,27.5862069
KH Butt,27.5862069
Nashra Sandhu,27.55417957
IPP Batuwitarachchi,27.45098039
D Gamage,27.27272727
KA Blackwell,27.27272727
HD Rutherford,26.78571429
R Ntozakhe,26.66666667
Rony Talukdar,26.66666667
KE Broadmore,26.47058824
HIS Mendis,26.0
RH Scholte,25.80645161
Sufyan Mehmood,25.0
MWA van Nierop,25.0
JNK Shannon,25.0
Khaled Ahmed,25.0
Muhammad Farooq,25.0
N Kruger,25.0
T Putthawong,24.8
ML Patel,24.59016393
FC Jonas,24.56140351
LN Rajbanshi,23.71794872
MM Penfold,23.07692308
Faisal Athar,23.07692308
D Lakshan,22.22222222
MA Aponso,22.22222222
BR Dorey,22.22222222
Z Groenewald,21.05263158
AK Peters,20.68965517
Fahad Nawaz,20.0
Zakir Hasan,20.0
KHRK Fernando,20.0
HML Madushani,20.0
JM Willathgamuwa,20.0
C Abel,19.14893617
AJ Ireland,18.75
PG Gillespie,18.18181818
Akhil Kumar,18.18181818
VAB Tewarie,18.18181818
Umran Malik,18.18181818
Tareq Aziz,18.18181818
D Prins,17.5
K Sonavale,17.24137931
O Chare,16.66666667
KL Rolton,16.66666667
Ebadat Hossain,16.66666667
PA Desai,16.66666667
S Dhakal,15.90909091
NA Statham,15.55555556
Rashid Zia,15.51724138
RA Lewis,15.38461538
Sagar Pun,15.0
PLS Gamage,14.81481481
P Roy,14.70588235
EJB Miles,14.28571429
Hussain Talat,14.28571429
Omid Shafi Rahman,14.28571429
CK Kruger,14.28571429
LC Romero,14.28571429
HE Whelan,12.5
J Pashley,11.76470588
RR Ramdass,11.11111111
SC Meaker,11.11111111
M Prasidh Krishna,11.11111111
NV Ojha,11.11111111
Nasir Javed,10.0
K Mahato,10.0
A Shamshudeen,10.0
W Mwayenga,9.090909091
HWR Cartwright,8.695652174
Jannatul Ferdus,7.692307692
AD Janakanthymala,6.666666667
CM Beggs,6.25
Moniruzzaman,5.0
MT Herbert,4.545454545
KL Tucker,0.0
JA Whelan,0.0
F Hand,0.0
Melanie Ani,0.0
AG Puttick,0.0
AL Watkins,0.0
Fazle Mahmud,0.0
A Chopra,0.0
V Buruka,0.0
APS Lakshika,0.0
VCE Wattenberg,0.0
LM Hoitink,0.0
Sumaiya Akter,0.0
Sufiyan Muqeem,0.0
Sultana Yesmin,0.0
Simandeep Singh,0.0
Shathira Jakir,0.0
JS Ababu,0.0
R Walters,0.0
Fariha Trisna,0.0
RA Rolfe,0.0
Salman Faris,0.0
Shahbaz Ahmed,0.0
Pooja Ganesh,0.0
K Phillip,0.0
PHT Kaushal,0.0
SK Naidu,0.0
Shahriar Hossain,0.0
D Foxcroft,0.0
DL Blake,0.0
MF Fahey,0.0
JC Carroll,0.0
GA Guy,0.0
SI Galagedara,0.0
OC McCoy,0.0
SD Udal,0.0
Syeda Aroob Shah,0.0
CK Holder,0.0
TJ Bishop,0.0
Raza Hasan,0.0
S Lackay,0.0
Haseebullah Khan,0.0
C Sakariya,0.0
